fecha_media,ndvi
2025-09-22,0.2823
2025-10-08,0.3026
2025-10-24,0.3382
2025-11-09,0.5121
2025-11-25,0.8008
2025-12-11,0.8733
2025-12-27,0.8792
2026-01-09,0.8964
2026-01-25,0.8684
2026-02-10,0.8387
2026-02-26,0.585
2026-03-14,0.4064
2026-03-30,0.2853
2026-04-15,0.3408
2026-05-01,0.4057
2026-05-17,0.324
2026-06-02,0.1093
2026-06-18,0.3053
2026-07-04,0.275
2026-07-20,0.2169
2026-08-05,0.6133
2026-08-21,0.7778
