fecha_media,ndvi
2025-12-11,0.2325
2025-12-27,0.5195
2026-01-09,0.5195
2026-01-25,0.8727
2026-02-10,0.8914
2026-02-26,0.9016
2026-03-14,0.8816
2026-03-30,0.8968
2026-04-15,0.7803
2026-05-01,0.5149
2026-05-17,0.3723
2026-06-02,0.3014
2026-06-18,0.275
2026-07-04,0.2647
2026-07-20,0.1725
2026-08-05,0.2704
2026-08-21,0.2553
