fecha_media,ndvi
2025-12-27,0.3318
2026-01-09,0.3159
2026-01-25,0.4915
2026-02-10,0.7941
2026-02-26,0.8922
2026-03-14,0.8887
2026-03-30,0.8372
2026-04-15,0.835
2026-05-01,0.3637
2026-05-17,0.3032
2026-06-02,0.2607
2026-06-18,0.3166
2026-07-04,0.3479
2026-07-20,0.0816
2026-08-05,0.2732
2026-08-21,0.2795
