fecha_media,ndvi
2025-10-24,0.2333
2025-11-09,0.2891
2025-11-25,0.241
2025-12-11,0.3663
2025-12-27,0.6935
2026-01-09,0.7059
2026-01-25,0.8244
2026-02-10,0.9002
2026-02-26,0.9049
2026-03-14,0.8915
2026-03-30,0.8915
2026-04-15,0.8571
2026-05-01,0.7578
2026-05-17,0.5974
2026-06-02,0.3236
2026-06-18,0.3561
2026-07-04,0.4226
2026-07-20,0.454
2026-08-05,0.305
2026-08-21,0.2753
