fecha_media,ndvi
2025-12-11,0.4867
2025-12-27,0.4027
2026-01-09,0.6598
2026-01-25,0.7874
2026-02-10,0.876
2026-02-26,0.8248
2026-03-14,0.7511
2026-03-30,0.8431
2026-04-15,0.7859
2026-05-01,0.6419
2026-05-17,0.5855
2026-06-02,0.4659
2026-06-18,0.5394
2026-07-04,0.4209
2026-07-20,0.4504
2026-08-05,0.5585
2026-08-21,0.4186
