fecha_media,ndvi
2025-11-09,0.2958
2025-11-25,0.2592
2025-12-11,0.3976
2025-12-27,0.625
2026-01-09,0.6915
2026-01-25,0.7664
2026-02-10,0.9019
2026-02-26,0.8998
2026-03-14,0.8881
2026-03-30,0.8906
2026-04-15,0.872
2026-05-01,0.7998
2026-05-17,0.3549
2026-06-02,0.3274
2026-06-18,0.3142
2026-07-04,0.3675
2026-07-20,0.3668
2026-08-05,0.378
2026-08-21,0.3683
