fecha_media,ndvi
2025-11-25,0.2767
2025-12-11,0.3396
2025-12-27,0.6145
2026-01-09,0.7033
2026-01-25,0.8844
2026-02-10,0.9299
2026-02-26,0.9219
2026-03-14,0.9137
2026-03-30,0.8782
2026-04-15,0.7859
2026-05-01,0.374
2026-05-17,0.2971
2026-06-02,0.2698
2026-06-18,0.2774
2026-07-04,0.271
2026-07-20,0.2254
2026-08-05,0.2699
2026-08-21,0.2487
