fecha_media,ndvi
2025-12-11,0.3553
2025-12-27,0.6393
2026-01-09,0.6445
2026-01-25,0.8883
2026-02-10,0.8835
2026-02-26,0.8997
2026-03-14,0.853
2026-03-30,0.7311
2026-04-15,0.7207
2026-05-01,0.4822
2026-05-17,0.3089
2026-06-02,0.3058
2026-06-18,0.3663
2026-07-04,0.2654
2026-07-20,0.1723
2026-08-05,0.5615
2026-08-21,0.4217
