fecha_media,ndvi
2025-10-08,0.2947
2025-10-24,0.2832
2025-11-09,0.2459
2025-11-25,0.527
2025-12-11,0.809
2025-12-27,0.8341
2026-01-09,0.8341
2026-01-25,0.8317
2026-02-10,0.8214
2026-02-26,0.677
2026-03-14,0.4631
2026-03-30,0.3692
2026-04-15,0.2901
2026-05-01,0.3051
2026-05-17,0.3378
2026-06-02,0.3227
2026-06-18,0.4628
2026-07-04,0.3582
2026-07-20,0.1385
2026-08-05,0.2912
2026-08-21,0.2817
