fecha_media,ndvi
2025-10-24,0.2895
2025-11-09,0.2835
2025-11-25,0.2583
2025-12-11,0.3018
2025-12-27,0.5202
2026-01-09,0.8557
2026-01-25,0.9021
2026-02-10,0.9228
2026-02-26,0.8962
2026-03-14,0.8746
2026-03-30,0.8369
2026-04-15,0.7507
2026-05-01,0.6001
2026-05-17,0.3731
2026-06-02,0.3371
2026-06-18,0.3644
2026-07-04,0.4028
2026-07-20,0.2339
2026-08-05,0.4648
2026-08-21,0.3003
