fecha_media,ndvi
2025-12-11,0.2594
2025-12-27,0.3078
2026-01-09,0.4472
2026-01-25,0.8093
2026-02-10,0.9193
2026-02-26,0.9092
2026-03-14,0.8968
2026-03-30,0.9171
2026-04-15,0.8632
2026-05-01,0.6267
2026-05-17,0.4522
2026-06-02,0.3526
2026-06-18,0.3049
2026-07-04,0.3575
2026-07-20,0.1685
2026-08-05,0.5649
2026-08-21,0.4331
