fecha_media,ndvi
2025-11-09,0.3154
2025-11-25,0.2984
2025-12-11,0.462
2025-12-27,0.6873
2026-01-09,0.7773
2026-01-25,0.9123
2026-02-10,0.9196
2026-02-26,0.9107
2026-03-14,0.898
2026-03-30,0.9144
2026-04-15,0.8824
2026-05-01,0.8065
2026-05-17,0.3936
2026-06-02,0.327
2026-06-18,0.3656
2026-07-04,0.3295
2026-07-20,0.2188
2026-08-05,0.5728
2026-08-21,0.6503
