fecha_media,ndvi
2025-10-08,0.314
2025-10-24,0.2537
2025-11-09,0.2933
2025-11-25,0.2443
2025-12-11,0.2636
2025-12-27,0.5154
2026-01-09,0.8156
2026-01-25,0.8739
2026-02-10,0.8968
2026-02-26,0.8822
2026-03-14,0.8698
2026-03-30,0.8309
2026-04-15,0.7903
2026-05-01,0.7125
2026-05-17,0.4126
2026-06-02,0.3341
2026-06-18,0.3098
2026-07-04,0.3391
2026-07-20,0.1188
2026-08-05,0.4154
2026-08-21,0.4032
