fecha_media,ndvi
2025-11-09,0.3601
2025-11-25,0.6635
2025-12-11,0.8728
2025-12-27,0.8842
2026-01-09,0.8438
2026-01-25,0.8843
2026-02-10,0.8411
2026-02-26,0.7527
2026-03-14,0.5263
2026-03-30,0.354
2026-04-15,0.2767
2026-05-01,0.2858
2026-05-17,0.2606
2026-06-02,0.2756
2026-06-18,0.2693
2026-07-04,0.284
2026-07-20,0.168
2026-08-05,0.3155
2026-08-21,0.2568
