File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_061__250m_16_days_NDVI_doy2026033000000_aid0001,_250m_16_days_NDVI,aid0001,2026-02-02,7476815.0,-0.2,0.9995,"(-0.2,0.9995)",0.4952955,0.3206816,0.1028367,0.7947,0.9995,0.5701,-0.2,0.15
MOD13Q1_061__250m_16_days_NDVI_doy2026049000000_aid0001,_250m_16_days_NDVI,aid0001,2026-02-18,7475762.0,-0.2,0.9993,"(-0.2,0.9993)",0.5042363,0.3245824,0.1053537,0.8056,0.9993,0.6061,-0.2,0.154
MOD13Q1_061__250m_16_days_NDVI_doy2026065000000_aid0001,_250m_16_days_NDVI,aid0001,2026-03-06,7480439.0,-0.2,0.9997,"(-0.2,0.9997)",0.4672558,0.313861,0.0985088,0.7852,0.9997,0.4537,-0.2,0.145
MOD13Q1_061__250m_16_days_NDVI_doy2026081000000_aid0001,_250m_16_days_NDVI,aid0001,2026-03-22,7475731.0,-0.2,0.9994,"(-0.2,0.9994)",0.4952051,0.3258817,0.1061989,0.8018,0.9994,0.6013,-0.2,0.1462
MOD13Q1_061__250m_16_days_NDVI_doy2026097000000_aid0001,_250m_16_days_NDVI,aid0001,2026-04-07,7477612.0,-0.2,0.9995,"(-0.2,0.9995)",0.4699054,0.316915,0.1004351,0.7795,0.9995,0.5018,-0.2,0.1397
MOD13Q1_061__250m_16_days_NDVI_doy2026113000000_aid0001,_250m_16_days_NDVI,aid0001,2026-04-23,7476868.0,-0.2,0.9994,"(-0.2,0.9994)",0.4518529,0.3086322,0.0952539,0.7527,0.9994,0.4549,-0.2,0.1369
MOD13Q1_061__250m_16_days_NDVI_doy2026129000000_aid0001,_250m_16_days_NDVI,aid0001,2026-05-09,7475548.0,-0.2,0.9992,"(-0.2,0.9992)",0.437371,0.3009309,0.0905594,0.7243,0.9992,0.4324,-0.2,0.1315
MOD13Q1_061__250m_16_days_NDVI_doy2026145000000_aid0001,_250m_16_days_NDVI,aid0001,2026-05-25,7478348.0,-0.2,0.9996,"(-0.2,0.9996)",0.3783593,0.2730593,0.0745614,0.6513,0.9996,0.2947,-0.2,0.1273
MOD13Q1_061__250m_16_days_NDVI_doy2026161000000_aid0001,_250m_16_days_NDVI,aid0001,2026-06-10,7476793.0,-0.2,0.9995,"(-0.2,0.9995)",0.398623,0.2795447,0.0781452,0.67,0.9995,0.3606,-0.2,0.1275
MOD13Q1_061__250m_16_days_NDVI_doy2026177000000_aid0001,_250m_16_days_NDVI,aid0001,2026-06-26,7473610.0,-0.2,0.999,"(-0.2,0.999)",0.3856184,0.2682096,0.0719364,0.636,0.999,0.3516,-0.2,0.1262
MOD13Q1_061__250m_16_days_NDVI_doy2026193000000_aid0001,_250m_16_days_NDVI,aid0001,2026-07-12,7476068.0,-0.2,0.9974,"(-0.2,0.9974)",0.3658398,0.2572791,0.0661926,0.5917,0.9974,0.328,-0.2,0.1218
MOD13Q1_061__250m_16_days_NDVI_doy2026209000000_aid0001,_250m_16_days_NDVI,aid0001,2026-07-28,7474193.0,-0.2,0.996,"(-0.2,0.996)",0.3540609,0.2486755,0.0618395,0.5761,0.996,0.3177,-0.2,0.1193
MOD13Q1_061__250m_16_days_NDVI_doy2023353000000_aid0002,_250m_16_days_NDVI,aid0002,2023-12-19,6907791.0,-0.2,0.9994,"(-0.2,0.9994)",0.6851371,0.154804,0.0239643,0.79,0.9994,0.7326,0.3995,0.6338
MOD13Q1_061__250m_16_days_NDVI_doy2024001000000_aid0002,_250m_16_days_NDVI,aid0002,2024-01-01,6907533.0,-0.2,0.9994,"(-0.2,0.9994)",0.6746357,0.1529271,0.0233867,0.7833,0.9994,0.7187,0.3636,0.6154
MOD13Q1_061__250m_16_days_NDVI_doy2024017000000_aid0002,_250m_16_days_NDVI,aid0002,2024-01-17,6906449.0,-0.2,0.9993,"(-0.2,0.9993)",0.6742691,0.1326805,0.0176041,0.7652,0.9786,0.7091,0.4075,0.6221
MOD13Q1_061__250m_16_days_NDVI_doy2024033000000_aid0002,_250m_16_days_NDVI,aid0002,2024-02-02,6908387.0,-0.2,0.9974,"(-0.2,0.9974)",0.6604013,0.1228097,0.0150822,0.7488,0.9774,0.6886,0.3673,0.5962
MOD13Q1_061__250m_16_days_NDVI_doy2024049000000_aid0002,_250m_16_days_NDVI,aid0002,2024-02-18,6908959.0,-0.2,0.9977,"(-0.2,0.9977)",0.6768526,0.1209917,0.014639,0.7589,0.9641,0.7015,0.4147,0.6212
MOD13Q1_061__250m_16_days_NDVI_doy2024065000000_aid0002,_250m_16_days_NDVI,aid0002,2024-03-05,6907829.0,-0.2,0.9758,"(-0.2,0.9758)",0.692671,0.1155726,0.013357,0.7697,0.9585,0.714,0.4532,0.6431
MOD13Q1_061__250m_16_days_NDVI_doy2024081000000_aid0002,_250m_16_days_NDVI,aid0002,2024-03-21,6907914.0,-0.2,0.9729,"(-0.2,0.9729)",0.6706914,0.1182067,0.0139728,0.7531,0.9589,0.6924,0.4071,0.6147
MOD13Q1_061__250m_16_days_NDVI_doy2024097000000_aid0002,_250m_16_days_NDVI,aid0002,2024-04-06,6907919.0,-0.2,0.9969,"(-0.2,0.9969)",0.6884425,0.1187584,0.0141036,0.7649,0.9337,0.7214,0.4834,0.6523
MOD13Q1_061__250m_16_days_NDVI_doy2024113000000_aid0002,_250m_16_days_NDVI,aid0002,2024-04-22,6906736.0,-0.2,0.9994,"(-0.2,0.9994)",0.6972044,0.1343628,0.0180534,0.781,0.9559,0.7381,0.4895,0.6644
MOD13Q1_061__250m_16_days_NDVI_doy2024129000000_aid0002,_250m_16_days_NDVI,aid0002,2024-05-08,6908173.0,-0.2,0.9995,"(-0.2,0.9995)",0.6701822,0.1348851,0.018194,0.7575,0.9453,0.711,0.4435,0.6319
MOD13Q1_061__250m_16_days_NDVI_doy2024145000000_aid0002,_250m_16_days_NDVI,aid0002,2024-05-24,6906612.0,-0.2,0.9975,"(-0.2,0.9975)",0.6576506,0.1307462,0.0170946,0.7459,0.9419,0.6945,0.4057,0.6098
MOD13Q1_061__250m_16_days_NDVI_doy2024161000000_aid0002,_250m_16_days_NDVI,aid0002,2024-06-09,6908400.0,-0.2,0.9993,"(-0.2,0.9993)",0.6095606,0.1323681,0.0175213,0.705,0.9426,0.643,0.3083,0.5463
MOD13Q1_061__250m_16_days_NDVI_doy2024177000000_aid0002,_250m_16_days_NDVI,aid0002,2024-06-25,6906147.0,-0.2,0.9821,"(-0.2,0.9821)",0.6102942,0.129031,0.016649,0.7034,0.9392,0.6446,0.3079,0.5452
MOD13Q1_061__250m_16_days_NDVI_doy2024193000000_aid0002,_250m_16_days_NDVI,aid0002,2024-07-11,6907248.0,-0.2,0.9967,"(-0.2,0.9967)",0.5591098,0.1268642,0.0160945,0.652,0.9054,0.5883,0.2288,0.4827
MOD13Q1_061__250m_16_days_NDVI_doy2024209000000_aid0002,_250m_16_days_NDVI,aid0002,2024-07-27,6907406.0,-0.2,0.9452,"(-0.2,0.9452)",0.5270547,0.1280766,0.0164036,0.6228,0.8948,0.5414,0.1693,0.4414
MOD13Q1_061__250m_16_days_NDVI_doy2024225000000_aid0002,_250m_16_days_NDVI,aid0002,2024-08-12,6907345.0,-0.2,0.9908,"(-0.2,0.9908)",0.5221872,0.1320557,0.0174387,0.6189,0.8911,0.5449,0.1652,0.4374
MOD13Q1_061__250m_16_days_NDVI_doy2024241000000_aid0002,_250m_16_days_NDVI,aid0002,2024-08-28,6907740.0,-0.2,0.9323,"(-0.2,0.9323)",0.5010947,0.1335861,0.0178452,0.6002,0.8813,0.515,0.1317,0.4128
MOD13Q1_061__250m_16_days_NDVI_doy2024257000000_aid0002,_250m_16_days_NDVI,aid0002,2024-09-13,6907698.0,-0.2,0.9791,"(-0.2,0.9791)",0.4874575,0.129089,0.016664,0.5806,0.8549,0.4982,0.1234,0.3977
MOD13Q1_061__250m_16_days_NDVI_doy2024273000000_aid0002,_250m_16_days_NDVI,aid0002,2024-09-29,6910846.0,-0.2,0.9986,"(-0.2,0.9986)",0.5102011,0.1444522,0.0208664,0.6031,0.8861,0.5042,0.1315,0.4144
MOD13Q1_061__250m_16_days_NDVI_doy2024289000000_aid0002,_250m_16_days_NDVI,aid0002,2024-10-15,6908950.0,-0.2,0.9993,"(-0.2,0.9993)",0.5862493,0.1736171,0.0301429,0.722,0.9993,0.618,0.0915,0.4698
MOD13Q1_061__250m_16_days_NDVI_doy2024305000000_aid0002,_250m_16_days_NDVI,aid0002,2024-10-31,6907326.0,-0.2,0.9972,"(-0.2,0.9972)",0.6075462,0.1599416,0.0255813,0.7243,0.9972,0.6519,0.2231,0.5238
MOD13Q1_061__250m_16_days_NDVI_doy2024321000000_aid0002,_250m_16_days_NDVI,aid0002,2024-11-16,6908561.0,-0.2,0.9954,"(-0.2,0.9954)",0.6422862,0.1514317,0.0229316,0.7482,0.9954,0.672,0.3267,0.5796
MOD13Q1_061__250m_16_days_NDVI_doy2024337000000_aid0002,_250m_16_days_NDVI,aid0002,2024-12-02,6907399.0,-0.2,0.999,"(-0.2,0.999)",0.6508612,0.1453365,0.0211227,0.7506,0.9778,0.6806,0.3719,0.5991
MOD13Q1_061__250m_16_days_NDVI_doy2024353000000_aid0002,_250m_16_days_NDVI,aid0002,2024-12-18,6905848.0,-0.2,0.9903,"(-0.2,0.9903)",0.6528226,0.1436423,0.0206331,0.7467,0.9499,0.6887,0.408,0.6112
MOD13Q1_061__250m_16_days_NDVI_doy2025001000000_aid0002,_250m_16_days_NDVI,aid0002,2025-01-01,6907085.0,-0.1998,0.9557,"(-0.1998,0.9557)",0.6470785,0.1358818,0.0184639,0.7356,0.9357,0.6778,0.4021,0.6022
MOD13Q1_061__250m_16_days_NDVI_doy2025017000000_aid0002,_250m_16_days_NDVI,aid0002,2025-01-17,6906793.0,-0.2,0.9934,"(-0.2,0.9934)",0.6321379,0.1163059,0.0135271,0.7109,0.917,0.6524,0.3674,0.5735
MOD13Q1_061__250m_16_days_NDVI_doy2025033000000_aid0002,_250m_16_days_NDVI,aid0002,2025-02-02,6908673.0,-0.2,0.9677,"(-0.2,0.9677)",0.6291549,0.1229423,0.0151148,0.7128,0.9377,0.6535,0.3378,0.5628
MOD13Q1_061__250m_16_days_NDVI_doy2025049000000_aid0002,_250m_16_days_NDVI,aid0002,2025-02-18,6908548.0,-0.2,0.9929,"(-0.2,0.9929)",0.6718576,0.1170065,0.0136905,0.7501,0.9467,0.7,0.4216,0.6187
MOD13Q1_061__250m_16_days_NDVI_doy2025065000000_aid0002,_250m_16_days_NDVI,aid0002,2025-03-06,6908477.0,-0.2,0.9971,"(-0.2,0.9971)",0.6832553,0.1201109,0.0144266,0.7653,0.9402,0.7188,0.4326,0.6322
MOD13Q1_061__250m_16_days_NDVI_doy2025081000000_aid0002,_250m_16_days_NDVI,aid0002,2025-03-22,6907299.0,-0.2,0.999,"(-0.2,0.999)",0.7236153,0.1069052,0.0114287,0.7942,0.9567,0.7523,0.5232,0.6858
MOD13Q1_061__250m_16_days_NDVI_doy2025097000000_aid0002,_250m_16_days_NDVI,aid0002,2025-04-07,6907786.0,-0.2,0.9882,"(-0.2,0.9882)",0.7273616,0.0959487,0.0092062,0.7901,0.9344,0.7501,0.5491,0.6937
MOD13Q1_061__250m_16_days_NDVI_doy2025113000000_aid0002,_250m_16_days_NDVI,aid0002,2025-04-23,6907533.0,-0.2,0.9992,"(-0.2,0.9992)",0.7069647,0.1309205,0.0171402,0.7886,0.9521,0.7455,0.5161,0.6796
MOD13Q1_061__250m_16_days_NDVI_doy2025129000000_aid0002,_250m_16_days_NDVI,aid0002,2025-05-09,6908473.0,-0.2,0.9967,"(-0.2,0.9967)",0.7233374,0.1084902,0.0117701,0.7907,0.9323,0.7528,0.5547,0.6963
MOD13Q1_061__250m_16_days_NDVI_doy2025145000000_aid0002,_250m_16_days_NDVI,aid0002,2025-05-25,6906685.0,-0.2,0.9991,"(-0.2,0.9991)",0.7127521,0.1107192,0.0122587,0.7795,0.9184,0.7431,0.548,0.6869
MOD13Q1_061__250m_16_days_NDVI_doy2025161000000_aid0002,_250m_16_days_NDVI,aid0002,2025-06-10,6906304.0,-0.2,0.9921,"(-0.2,0.9921)",0.6896848,0.1153597,0.0133079,0.7652,0.9297,0.7204,0.491,0.6555
MOD13Q1_061__250m_16_days_NDVI_doy2025177000000_aid0002,_250m_16_days_NDVI,aid0002,2025-06-26,6905707.0,-0.2,0.9837,"(-0.2,0.9837)",0.6487918,0.1204238,0.0145019,0.7297,0.9063,0.682,0.4345,0.6116
MOD13Q1_061__250m_16_days_NDVI_doy2025193000000_aid0002,_250m_16_days_NDVI,aid0002,2025-07-12,6905849.0,-0.2,0.9953,"(-0.2,0.9953)",0.6315616,0.1164977,0.0135717,0.7114,0.8938,0.6572,0.4074,0.5898
MOD13Q1_061__250m_16_days_NDVI_doy2025209000000_aid0002,_250m_16_days_NDVI,aid0002,2025-07-28,6905898.0,-0.1997,0.994,"(-0.1997,0.994)",0.6213384,0.1203232,0.0144777,0.7055,0.9104,0.642,0.364,0.5689
MOD13Q1_061__250m_16_days_NDVI_doy2025225000000_aid0002,_250m_16_days_NDVI,aid0002,2025-08-13,6906311.0,-0.2,0.9504,"(-0.2,0.9504)",0.5916531,0.1264374,0.0159864,0.6856,0.9232,0.6092,0.2896,0.5272
MOD13Q1_061__250m_16_days_NDVI_doy2025241000000_aid0002,_250m_16_days_NDVI,aid0002,2025-08-29,6906415.0,-0.2,0.9495,"(-0.2,0.9495)",0.5796497,0.1281048,0.0164108,0.673,0.9158,0.5914,0.2683,0.5111
MOD13Q1_061__250m_16_days_NDVI_doy2025257000000_aid0002,_250m_16_days_NDVI,aid0002,2025-09-14,6907400.0,-0.2,0.9979,"(-0.2,0.9979)",0.5916117,0.1393344,0.0194141,0.6976,0.9698,0.604,0.2036,0.5
MOD13Q1_061__250m_16_days_NDVI_doy2025273000000_aid0002,_250m_16_days_NDVI,aid0002,2025-09-30,6907050.0,-0.2,0.9799,"(-0.2,0.9799)",0.6147978,0.1523512,0.0232109,0.7376,0.9799,0.6341,0.1711,0.511
MOD13Q1_061__250m_16_days_NDVI_doy2025289000000_aid0002,_250m_16_days_NDVI,aid0002,2025-10-16,6906612.0,-0.2,0.9868,"(-0.2,0.9868)",0.6011078,0.1519193,0.0230795,0.7192,0.9868,0.6133,0.188,0.5067
MOD13Q1_061__250m_16_days_NDVI_doy2025305000000_aid0002,_250m_16_days_NDVI,aid0002,2025-11-01,6907226.0,-0.2,0.9979,"(-0.2,0.9979)",0.6335655,0.1580033,0.024965,0.7552,0.9979,0.6715,0.2137,0.5386
