File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_061__250m_16_days_NDVI_doy2016257000000_aid0001,_250m_16_days_NDVI,aid0001,2016-09-13,7478429.0,-0.2,0.9737,"(-0.2,0.9737)",0.2941593,0.2092766,0.0437967,0.4488,0.9493,0.2567,-0.2,0.1058
MOD13Q1_061__250m_16_days_NDVI_doy2016273000000_aid0001,_250m_16_days_NDVI,aid0001,2016-09-29,7479087.0,-0.2,0.9694,"(-0.2,0.9694)",0.3136546,0.231239,0.0534715,0.4899,0.9694,0.2664,-0.2,0.1042
MOD13Q1_061__250m_16_days_NDVI_doy2016289000000_aid0001,_250m_16_days_NDVI,aid0001,2016-10-15,7483818.0,-0.2,0.9994,"(-0.2,0.9994)",0.3361446,0.258053,0.0665914,0.5401,0.9994,0.2663,-0.2,0.1024
MOD13Q1_061__250m_16_days_NDVI_doy2016305000000_aid0001,_250m_16_days_NDVI,aid0001,2016-10-31,7481041.0,-0.1997,0.9993,"(-0.1997,0.9993)",0.3411373,0.2618279,0.0685539,0.556,0.9993,0.2689,-0.1997,0.1022
MOD13Q1_061__250m_16_days_NDVI_doy2016321000000_aid0001,_250m_16_days_NDVI,aid0001,2016-11-16,7481578.0,-0.2,0.9996,"(-0.2,0.9996)",0.3523481,0.2647916,0.0701146,0.5825,0.9996,0.2886,-0.2,0.1033
MOD13Q1_061__250m_16_days_NDVI_doy2016337000000_aid0001,_250m_16_days_NDVI,aid0001,2016-12-02,7480842.0,-0.2,0.9994,"(-0.2,0.9994)",0.4070356,0.3043256,0.0926141,0.685,0.9994,0.3645,-0.2,0.1057
MOD13Q1_061__250m_16_days_NDVI_doy2016353000000_aid0001,_250m_16_days_NDVI,aid0001,2016-12-18,7481340.0,-0.2,0.9996,"(-0.2,0.9996)",0.4143861,0.3073298,0.0944516,0.7015,0.9996,0.3721,-0.2,0.1077
MOD13Q1_061__250m_16_days_NDVI_doy2017001000000_aid0001,_250m_16_days_NDVI,aid0001,2017-01-01,7481106.0,-0.2,0.9991,"(-0.2,0.9991)",0.4154556,0.3016029,0.0909643,0.6931,0.9991,0.3998,-0.2,0.1109
MOD13Q1_061__250m_16_days_NDVI_doy2017017000000_aid0001,_250m_16_days_NDVI,aid0001,2017-01-17,7479856.0,-0.2,0.9994,"(-0.2,0.9994)",0.4281731,0.3055716,0.093374,0.712,0.9994,0.4234,-0.2,0.117
MOD13Q1_061__250m_16_days_NDVI_doy2017033000000_aid0001,_250m_16_days_NDVI,aid0001,2017-02-02,7479551.0,-0.2,0.9996,"(-0.2,0.9996)",0.4378238,0.3083644,0.0950886,0.7286,0.9996,0.441,-0.2,0.1202
MOD13Q1_061__250m_16_days_NDVI_doy2017049000000_aid0001,_250m_16_days_NDVI,aid0001,2017-02-18,7477397.0,-0.2,0.9996,"(-0.2,0.9996)",0.4633888,0.317979,0.1011106,0.7679,0.9996,0.5025,-0.2,0.1313
MOD13Q1_061__250m_16_days_NDVI_doy2017065000000_aid0001,_250m_16_days_NDVI,aid0001,2017-03-06,7474121.0,-0.2,0.9996,"(-0.2,0.9996)",0.4685442,0.3197999,0.1022719,0.773,0.9996,0.53,-0.2,0.1321
MOD13Q1_061__250m_16_days_NDVI_doy2017081000000_aid0001,_250m_16_days_NDVI,aid0001,2017-03-22,7477712.0,-0.2,0.9996,"(-0.2,0.9996)",0.4035858,0.2921593,0.0853571,0.7054,0.9996,0.3182,-0.2,0.1283
MOD13Q1_061__250m_16_days_NDVI_doy2017097000000_aid0001,_250m_16_days_NDVI,aid0001,2017-04-07,7477761.0,-0.2,0.9992,"(-0.2,0.9992)",0.4544597,0.3144547,0.0988818,0.763,0.9992,0.4789,-0.2,0.1293
MOD13Q1_061__250m_16_days_NDVI_doy2017113000000_aid0001,_250m_16_days_NDVI,aid0001,2017-04-23,7475260.0,-0.2,0.9993,"(-0.2,0.9993)",0.4490198,0.313518,0.0982935,0.7547,0.9993,0.4777,-0.2,0.1257
MOD13Q1_061__250m_16_days_NDVI_doy2017129000000_aid0001,_250m_16_days_NDVI,aid0001,2017-05-09,7480703.0,-0.2,0.9994,"(-0.2,0.9994)",0.387435,0.2864985,0.0820814,0.6795,0.9994,0.2912,-0.2,0.1182
MOD13Q1_061__250m_16_days_NDVI_doy2017145000000_aid0001,_250m_16_days_NDVI,aid0001,2017-05-25,7474674.0,-0.2,0.9991,"(-0.2,0.9991)",0.405513,0.299915,0.089949,0.6993,0.9991,0.384,-0.2,0.1141
MOD13Q1_061__250m_16_days_NDVI_doy2017161000000_aid0001,_250m_16_days_NDVI,aid0001,2017-06-10,7471416.0,-0.2,0.9992,"(-0.2,0.9992)",0.3788884,0.2949861,0.0870168,0.6611,0.9992,0.3472,-0.2,0.1061
MOD13Q1_061__250m_16_days_NDVI_doy2017177000000_aid0001,_250m_16_days_NDVI,aid0001,2017-06-26,7479532.0,-0.2,0.9993,"(-0.2,0.9993)",0.3319021,0.252825,0.0639205,0.5649,0.9993,0.2791,-0.2,0.1074
MOD13Q1_061__250m_16_days_NDVI_doy2017193000000_aid0001,_250m_16_days_NDVI,aid0001,2017-07-12,7474747.0,-0.2,0.9987,"(-0.2,0.9987)",0.3415736,0.2558094,0.0654385,0.569,0.9987,0.2985,-0.2,0.1088
MOD13Q1_061__250m_16_days_NDVI_doy2017209000000_aid0001,_250m_16_days_NDVI,aid0001,2017-07-28,7475618.0,-0.2,0.998,"(-0.2,0.998)",0.3111482,0.2291781,0.0525226,0.4949,0.998,0.2768,-0.2,0.1065
MOD13Q1_061__250m_16_days_NDVI_doy2017225000000_aid0001,_250m_16_days_NDVI,aid0001,2017-08-13,7475872.0,-0.2,0.9919,"(-0.2,0.9919)",0.3017555,0.2202329,0.0485025,0.4738,0.9919,0.2725,-0.2,0.1037
MOD13Q1_061__250m_16_days_NDVI_doy2017241000000_aid0001,_250m_16_days_NDVI,aid0001,2017-08-29,7477090.0,-0.2,0.9926,"(-0.2,0.9926)",0.2995332,0.2160343,0.0466708,0.4709,0.9926,0.2699,-0.2,0.103
MOD13Q1_061__250m_16_days_NDVI_doy2017257000000_aid0001,_250m_16_days_NDVI,aid0001,2017-09-14,7477691.0,-0.2,0.9978,"(-0.2,0.9978)",0.3002758,0.2178519,0.0474594,0.468,0.9978,0.2654,-0.2,0.1027
MOD13Q1_061__250m_16_days_NDVI_doy2017273000000_aid0001,_250m_16_days_NDVI,aid0001,2017-09-30,7478972.0,-0.2,0.9991,"(-0.2,0.9991)",0.3104213,0.2302935,0.0530351,0.4977,0.9991,0.2596,-0.2,0.1015
MOD13Q1_061__250m_16_days_NDVI_doy2017289000000_aid0001,_250m_16_days_NDVI,aid0001,2017-10-16,7480211.0,-0.2,0.9947,"(-0.2,0.9947)",0.321937,0.245139,0.0600931,0.522,0.9947,0.2589,-0.2,0.1004
MOD13Q1_061__250m_16_days_NDVI_doy2017305000000_aid0001,_250m_16_days_NDVI,aid0001,2017-11-01,7481659.0,-0.2,0.9989,"(-0.2,0.9989)",0.3341135,0.2570946,0.0660976,0.5503,0.9989,0.2605,-0.2,0.0999
MOD13Q1_061__250m_16_days_NDVI_doy2017321000000_aid0001,_250m_16_days_NDVI,aid0001,2017-11-17,7482553.0,-0.2,0.9995,"(-0.2,0.9995)",0.3355296,0.2593893,0.0672828,0.549,0.9995,0.2555,-0.2,0.1012
MOD13Q1_061__250m_16_days_NDVI_doy2017337000000_aid0001,_250m_16_days_NDVI,aid0001,2017-12-03,7482697.0,-0.2,0.9994,"(-0.2,0.9994)",0.3705854,0.2853936,0.0814495,0.6195,0.9994,0.2862,-0.2,0.104
MOD13Q1_061__250m_16_days_NDVI_doy2017353000000_aid0001,_250m_16_days_NDVI,aid0001,2017-12-19,7482296.0,-0.2,0.9995,"(-0.2,0.9995)",0.3993235,0.3027431,0.0916534,0.6817,0.9995,0.3133,-0.2,0.1083
MOD13Q1_061__250m_16_days_NDVI_doy2018001000000_aid0001,_250m_16_days_NDVI,aid0001,2018-01-01,7482545.0,-0.1997,0.9992,"(-0.1997,0.9992)",0.4183276,0.3073674,0.0944747,0.7063,0.9992,0.3599,-0.1997,0.113
MOD13Q1_061__250m_16_days_NDVI_doy2018017000000_aid0001,_250m_16_days_NDVI,aid0001,2018-01-17,7482880.0,-0.2,0.9996,"(-0.2,0.9996)",0.4247028,0.3071563,0.094345,0.7262,0.9996,0.3846,-0.2,0.1149
MOD13Q1_061__250m_16_days_NDVI_doy2018033000000_aid0001,_250m_16_days_NDVI,aid0001,2018-02-02,7471646.0,-0.2,0.9995,"(-0.2,0.9995)",0.4596674,0.3132386,0.0981184,0.7607,0.9995,0.4916,-0.2,0.132
MOD13Q1_061__250m_16_days_NDVI_doy2018049000000_aid0001,_250m_16_days_NDVI,aid0001,2018-02-18,7469500.0,-0.2,0.9994,"(-0.2,0.9994)",0.4681629,0.3153201,0.0994268,0.7707,0.9994,0.5098,-0.2,0.1352
MOD13Q1_061__250m_16_days_NDVI_doy2018065000000_aid0001,_250m_16_days_NDVI,aid0001,2018-03-06,7471832.0,-0.2,0.9996,"(-0.2,0.9996)",0.4642277,0.314472,0.0988926,0.7631,0.9996,0.5035,-0.2,0.1342
MOD13Q1_061__250m_16_days_NDVI_doy2018081000000_aid0001,_250m_16_days_NDVI,aid0001,2018-03-22,7472061.0,-0.2,0.9993,"(-0.2,0.9993)",0.4565824,0.3096275,0.0958692,0.7493,0.9993,0.5008,-0.2,0.1326
MOD13Q1_061__250m_16_days_NDVI_doy2018097000000_aid0001,_250m_16_days_NDVI,aid0001,2018-04-07,7473864.0,-0.2,0.9994,"(-0.2,0.9994)",0.4359916,0.3002336,0.0901402,0.7161,0.9994,0.4547,-0.2,0.1275
MOD13Q1_061__250m_16_days_NDVI_doy2018113000000_aid0001,_250m_16_days_NDVI,aid0001,2018-04-23,7477437.0,-0.2,0.9993,"(-0.2,0.9993)",0.4191839,0.2918155,0.0851563,0.6957,0.9993,0.4033,-0.2,0.1262
MOD13Q1_061__250m_16_days_NDVI_doy2018129000000_aid0001,_250m_16_days_NDVI,aid0001,2018-05-09,7473400.0,-0.2,0.9993,"(-0.2,0.9993)",0.4175691,0.2964863,0.0879041,0.6969,0.9993,0.3927,-0.2,0.1211
MOD13Q1_061__250m_16_days_NDVI_doy2018145000000_aid0001,_250m_16_days_NDVI,aid0001,2018-05-25,7473358.0,-0.2,0.9991,"(-0.2,0.9991)",0.3935287,0.2813492,0.0791574,0.6552,0.9991,0.3532,-0.2,0.1177
MOD13Q1_061__250m_16_days_NDVI_doy2018161000000_aid0001,_250m_16_days_NDVI,aid0001,2018-06-10,7475162.0,-0.2,0.9935,"(-0.2,0.9935)",0.3577474,0.2620485,0.0686694,0.6004,0.9935,0.3063,-0.2,0.1141
MOD13Q1_061__250m_16_days_NDVI_doy2018177000000_aid0001,_250m_16_days_NDVI,aid0001,2018-06-26,7474729.0,-0.2,0.9989,"(-0.2,0.9989)",0.3361626,0.2460676,0.0605493,0.5539,0.9989,0.2871,-0.2,0.111
MOD13Q1_061__250m_16_days_NDVI_doy2018193000000_aid0001,_250m_16_days_NDVI,aid0001,2018-07-12,7474710.0,-0.2,0.9917,"(-0.2,0.9917)",0.3297265,0.242163,0.0586429,0.5346,0.9917,0.279,-0.2,0.1098
MOD13Q1_061__250m_16_days_NDVI_doy2018209000000_aid0001,_250m_16_days_NDVI,aid0001,2018-07-28,7474633.0,-0.2,0.9863,"(-0.2,0.9863)",0.3022516,0.2263198,0.0512207,0.4858,0.9863,0.2579,-0.2,0.1052
MOD13Q1_061__250m_16_days_NDVI_doy2018225000000_aid0001,_250m_16_days_NDVI,aid0001,2018-08-13,7474122.0,-0.2,0.9794,"(-0.2,0.9794)",0.2940625,0.2169101,0.04705,0.4659,0.9794,0.253,-0.2,0.105
MOD13Q1_061__250m_16_days_NDVI_doy2018241000000_aid0001,_250m_16_days_NDVI,aid0001,2018-08-29,7474535.0,-0.2,0.9736,"(-0.2,0.9736)",0.2798777,0.2003401,0.0401361,0.4305,0.9186,0.2461,-0.2,0.1049
MOD13Q1_061__250m_16_days_NDVI_doy2018257000000_aid0001,_250m_16_days_NDVI,aid0001,2018-09-14,7475332.0,-0.2,0.9942,"(-0.2,0.9942)",0.2929287,0.2120271,0.0449555,0.455,0.9666,0.2527,-0.2,0.1036
MOD13Q1_061__250m_16_days_NDVI_doy2018273000000_aid0001,_250m_16_days_NDVI,aid0001,2018-09-30,7477364.0,-0.2,0.9972,"(-0.2,0.9972)",0.3067332,0.2271255,0.051586,0.4861,0.9972,0.2496,-0.2,0.1025
MOD13Q1_061__250m_16_days_NDVI_doy2018289000000_aid0001,_250m_16_days_NDVI,aid0001,2018-10-16,7478044.0,-0.2,0.9995,"(-0.2,0.9995)",0.3379312,0.255232,0.0651434,0.5685,0.9995,0.2646,-0.2,0.1025
MOD13Q1_061__250m_16_days_NDVI_doy2018305000000_aid0001,_250m_16_days_NDVI,aid0001,2018-11-01,7478471.0,-0.2,0.9996,"(-0.2,0.9996)",0.3983188,0.3031395,0.0918935,0.6988,0.9996,0.3213,-0.2,0.1035
MOD13Q1_061__250m_16_days_NDVI_doy2018321000000_aid0001,_250m_16_days_NDVI,aid0001,2018-11-17,7480125.0,-0.2,0.9996,"(-0.2,0.9996)",0.3980171,0.3035482,0.0921415,0.698,0.9996,0.3094,-0.2,0.1047
MOD13Q1_061__250m_16_days_NDVI_doy2018337000000_aid0001,_250m_16_days_NDVI,aid0001,2018-12-03,7478723.0,-0.2,0.9993,"(-0.2,0.9993)",0.4070839,0.3050734,0.0930698,0.6906,0.9993,0.3503,-0.2,0.1053
MOD13Q1_061__250m_16_days_NDVI_doy2018353000000_aid0001,_250m_16_days_NDVI,aid0001,2018-12-19,7480617.0,-0.2,0.9995,"(-0.2,0.9995)",0.4153443,0.3051353,0.0931076,0.6977,0.9995,0.3727,-0.2,0.1092
MOD13Q1_061__250m_16_days_NDVI_doy2019001000000_aid0001,_250m_16_days_NDVI,aid0001,2019-01-01,7480416.0,-0.2,0.9995,"(-0.2,0.9995)",0.3837222,0.2895144,0.0838186,0.6753,0.9995,0.2925,-0.2,0.1099
MOD13Q1_061__250m_16_days_NDVI_doy2019017000000_aid0001,_250m_16_days_NDVI,aid0001,2019-01-17,7478787.0,-0.2,0.9996,"(-0.2,0.9996)",0.443529,0.313546,0.0983111,0.7341,0.9996,0.4651,-0.2,0.1162
MOD13Q1_061__250m_16_days_NDVI_doy2019033000000_aid0001,_250m_16_days_NDVI,aid0001,2019-02-02,7467959.0,-0.2,0.9993,"(-0.2,0.9993)",0.4687809,0.3220492,0.1037157,0.7716,0.9993,0.537,-0.2,0.1265
MOD13Q1_061__250m_16_days_NDVI_doy2019049000000_aid0001,_250m_16_days_NDVI,aid0001,2019-02-18,7469918.0,-0.2,0.9994,"(-0.2,0.9994)",0.4730485,0.3223391,0.1039025,0.7769,0.9994,0.5473,-0.2,0.1301
MOD13Q1_061__250m_16_days_NDVI_doy2019065000000_aid0001,_250m_16_days_NDVI,aid0001,2019-03-06,7472124.0,-0.2,0.9996,"(-0.2,0.9996)",0.4404255,0.3126365,0.0977416,0.7562,0.9996,0.3843,-0.2,0.1269
MOD13Q1_061__250m_16_days_NDVI_doy2019081000000_aid0001,_250m_16_days_NDVI,aid0001,2019-03-22,7475155.0,-0.2,0.9995,"(-0.2,0.9995)",0.4560325,0.3100888,0.0961551,0.7484,0.9995,0.5191,-0.2,0.1302
MOD13Q1_061__250m_16_days_NDVI_doy2019097000000_aid0001,_250m_16_days_NDVI,aid0001,2019-04-07,7474628.0,-0.2,0.995,"(-0.2,0.995)",0.4560827,0.3134084,0.0982248,0.7518,0.995,0.5213,-0.2,0.1256
MOD13Q1_061__250m_16_days_NDVI_doy2019113000000_aid0001,_250m_16_days_NDVI,aid0001,2019-04-23,7474473.0,-0.2,0.9994,"(-0.2,0.9994)",0.4376788,0.3057975,0.0935121,0.7324,0.9994,0.4449,-0.2,0.1219
MOD13Q1_061__250m_16_days_NDVI_doy2019129000000_aid0001,_250m_16_days_NDVI,aid0001,2019-05-09,7474193.0,-0.2,0.9992,"(-0.2,0.9992)",0.4287904,0.3011192,0.0906728,0.7151,0.9992,0.4363,-0.2,0.1195
MOD13Q1_061__250m_16_days_NDVI_doy2019145000000_aid0001,_250m_16_days_NDVI,aid0001,2019-05-25,7477364.0,-0.2,0.9987,"(-0.2,0.9987)",0.405155,0.290938,0.0846449,0.6853,0.9987,0.378,-0.2,0.1149
MOD13Q1_061__250m_16_days_NDVI_doy2019161000000_aid0001,_250m_16_days_NDVI,aid0001,2019-06-10,7476215.0,-0.2,0.9986,"(-0.2,0.9986)",0.3825299,0.2751364,0.0757001,0.6402,0.9986,0.3471,-0.2,0.1139
MOD13Q1_061__250m_16_days_NDVI_doy2019177000000_aid0001,_250m_16_days_NDVI,aid0001,2019-06-26,7473354.0,-0.2,0.9981,"(-0.2,0.9981)",0.3664903,0.2646536,0.0700415,0.612,0.9981,0.3333,-0.2,0.1111
MOD13Q1_061__250m_16_days_NDVI_doy2019193000000_aid0001,_250m_16_days_NDVI,aid0001,2019-07-12,7474354.0,-0.2,0.999,"(-0.2,0.999)",0.3460783,0.2484994,0.0617519,0.57,0.999,0.3094,-0.2,0.1102
MOD13Q1_061__250m_16_days_NDVI_doy2019209000000_aid0001,_250m_16_days_NDVI,aid0001,2019-07-28,7474453.0,-0.2,0.9984,"(-0.2,0.9984)",0.3318502,0.2396041,0.0574101,0.5392,0.9984,0.2894,-0.2,0.1079
MOD13Q1_061__250m_16_days_NDVI_doy2019225000000_aid0001,_250m_16_days_NDVI,aid0001,2019-08-13,7474554.0,-0.2,0.9978,"(-0.2,0.9978)",0.3066776,0.2174736,0.0472948,0.4884,0.9978,0.2728,-0.2,0.1064
MOD13Q1_061__250m_16_days_NDVI_doy2019241000000_aid0001,_250m_16_days_NDVI,aid0001,2019-08-29,7476083.0,-0.2,0.9855,"(-0.2,0.9855)",0.3007195,0.213173,0.0454427,0.473,0.9855,0.2709,-0.2,0.1045
MOD13Q1_061__250m_16_days_NDVI_doy2019257000000_aid0001,_250m_16_days_NDVI,aid0001,2019-09-14,7476696.0,-0.2,0.9849,"(-0.2,0.9849)",0.2905208,0.2063098,0.0425637,0.4513,0.9647,0.2616,-0.2,0.1027
MOD13Q1_061__250m_16_days_NDVI_doy2019273000000_aid0001,_250m_16_days_NDVI,aid0001,2019-09-30,7477502.0,-0.2,0.9957,"(-0.2,0.9957)",0.3020953,0.220176,0.0484775,0.4719,0.9957,0.2613,-0.2,0.1039
MOD13Q1_061__250m_16_days_NDVI_doy2019289000000_aid0001,_250m_16_days_NDVI,aid0001,2019-10-16,7478383.0,-0.2,0.9992,"(-0.2,0.9992)",0.3268328,0.245036,0.0600426,0.5211,0.9992,0.2693,-0.2,0.1037
MOD13Q1_061__250m_16_days_NDVI_doy2019305000000_aid0001,_250m_16_days_NDVI,aid0001,2019-11-01,7479055.0,-0.2,0.9994,"(-0.2,0.9994)",0.3639613,0.2756646,0.075991,0.6103,0.9994,0.2847,-0.2,0.107
MOD13Q1_061__250m_16_days_NDVI_doy2019321000000_aid0001,_250m_16_days_NDVI,aid0001,2019-11-17,7479446.0,-0.2,0.9984,"(-0.2,0.9984)",0.3726065,0.2766517,0.0765362,0.62,0.9984,0.3047,-0.2,0.1089
MOD13Q1_061__250m_16_days_NDVI_doy2019337000000_aid0001,_250m_16_days_NDVI,aid0001,2019-12-03,7480146.0,-0.2,0.9995,"(-0.2,0.9995)",0.399129,0.2979297,0.0887621,0.6794,0.9995,0.3312,-0.2,0.1088
MOD13Q1_061__250m_16_days_NDVI_doy2019353000000_aid0001,_250m_16_days_NDVI,aid0001,2019-12-19,7482516.0,-0.2,0.9992,"(-0.2,0.9992)",0.3946349,0.2949183,0.0869768,0.6638,0.9992,0.3242,-0.2,0.1103
MOD13Q1_061__250m_16_days_NDVI_doy2020001000000_aid0001,_250m_16_days_NDVI,aid0001,2020-01-01,7481703.0,-0.2,0.9996,"(-0.2,0.9996)",0.4132321,0.2980666,0.0888437,0.6861,0.9996,0.3706,-0.2,0.1171
MOD13Q1_061__250m_16_days_NDVI_doy2020017000000_aid0001,_250m_16_days_NDVI,aid0001,2020-01-17,7476857.0,-0.2,0.9995,"(-0.2,0.9995)",0.4474558,0.3098438,0.0960032,0.7399,0.9995,0.453,-0.2,0.1272
MOD13Q1_061__250m_16_days_NDVI_doy2020033000000_aid0001,_250m_16_days_NDVI,aid0001,2020-02-02,7477067.0,-0.2,0.9996,"(-0.2,0.9996)",0.456769,0.3115126,0.0970401,0.7572,0.9996,0.4753,-0.2,0.1299
MOD13Q1_061__250m_16_days_NDVI_doy2020049000000_aid0001,_250m_16_days_NDVI,aid0001,2020-02-18,7474346.0,-0.2,0.9993,"(-0.2,0.9993)",0.4724248,0.3130519,0.0980015,0.7652,0.9993,0.5353,-0.2,0.1399
MOD13Q1_061__250m_16_days_NDVI_doy2020065000000_aid0001,_250m_16_days_NDVI,aid0001,2020-03-05,7474665.0,-0.2,0.9976,"(-0.2,0.9976)",0.4614425,0.3078954,0.0947995,0.7469,0.9976,0.5011,-0.2,0.1407
MOD13Q1_061__250m_16_days_NDVI_doy2020081000000_aid0001,_250m_16_days_NDVI,aid0001,2020-03-21,7474800.0,-0.2,0.9995,"(-0.2,0.9995)",0.46604,0.3116384,0.0971185,0.7526,0.9995,0.5238,-0.2,0.1384
MOD13Q1_061__250m_16_days_NDVI_doy2020097000000_aid0001,_250m_16_days_NDVI,aid0001,2020-04-06,7474212.0,-0.2,0.9989,"(-0.2,0.9989)",0.4538307,0.3063772,0.093867,0.738,0.9989,0.5102,-0.2,0.1331
MOD13Q1_061__250m_16_days_NDVI_doy2020113000000_aid0001,_250m_16_days_NDVI,aid0001,2020-04-22,7475590.0,-0.2,0.9993,"(-0.2,0.9993)",0.4300747,0.2959577,0.0875909,0.7068,0.9993,0.4412,-0.2,0.1283
MOD13Q1_061__250m_16_days_NDVI_doy2020129000000_aid0001,_250m_16_days_NDVI,aid0001,2020-05-08,7475309.0,-0.2,0.9984,"(-0.2,0.9984)",0.4187405,0.2924617,0.0855338,0.6884,0.9984,0.4106,-0.2,0.125
MOD13Q1_061__250m_16_days_NDVI_doy2020145000000_aid0001,_250m_16_days_NDVI,aid0001,2020-05-24,7477082.0,-0.2,0.9991,"(-0.2,0.9991)",0.384735,0.2730521,0.0745574,0.6394,0.9991,0.3447,-0.2,0.121
MOD13Q1_061__250m_16_days_NDVI_doy2020161000000_aid0001,_250m_16_days_NDVI,aid0001,2020-06-09,7477280.0,-0.2,0.9971,"(-0.2,0.9971)",0.3551198,0.2524503,0.0637311,0.585,0.9971,0.3106,-0.2,0.1172
MOD13Q1_061__250m_16_days_NDVI_doy2020177000000_aid0001,_250m_16_days_NDVI,aid0001,2020-06-25,7477769.0,-0.2,0.9987,"(-0.2,0.9987)",0.3401387,0.2417422,0.0584393,0.5527,0.9987,0.2965,-0.2,0.1147
