File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_061__250m_16_days_NDVI_doy2008193000000_aid0001,_250m_16_days_NDVI,aid0001,2008-07-11,7474999.0,-0.2,0.9952,"(-0.2,0.9952)",0.310159,0.2214418,0.0490365,0.4736,0.9952,0.2822,-0.2,0.1074
MOD13Q1_061__250m_16_days_NDVI_doy2008209000000_aid0001,_250m_16_days_NDVI,aid0001,2008-07-27,7475148.0,-0.2,0.9925,"(-0.2,0.9925)",0.3046118,0.2189302,0.0479304,0.4618,0.9925,0.2771,-0.2,0.1051
MOD13Q1_061__250m_16_days_NDVI_doy2008225000000_aid0001,_250m_16_days_NDVI,aid0001,2008-08-12,7476156.0,-0.2,0.9929,"(-0.2,0.9929)",0.2990472,0.2154428,0.0464156,0.4558,0.9846,0.2687,-0.2,0.103
MOD13Q1_061__250m_16_days_NDVI_doy2008241000000_aid0001,_250m_16_days_NDVI,aid0001,2008-08-28,7477362.0,-0.2,0.9839,"(-0.2,0.9839)",0.2883845,0.2044207,0.0417878,0.4434,0.9562,0.2618,-0.2,0.1011
MOD13Q1_061__250m_16_days_NDVI_doy2008257000000_aid0001,_250m_16_days_NDVI,aid0001,2008-09-13,7476415.0,-0.2,0.9935,"(-0.2,0.9935)",0.2806495,0.1972426,0.0389046,0.4345,0.933,0.2562,-0.2,0.0996
MOD13Q1_061__250m_16_days_NDVI_doy2008273000000_aid0001,_250m_16_days_NDVI,aid0001,2008-09-29,7478968.0,-0.2,0.9496,"(-0.2,0.9496)",0.2839473,0.2023211,0.0409338,0.4468,0.9496,0.2543,-0.2,0.0988
MOD13Q1_061__250m_16_days_NDVI_doy2008289000000_aid0001,_250m_16_days_NDVI,aid0001,2008-10-15,7480081.0,-0.2,0.9979,"(-0.2,0.9979)",0.3020712,0.2215474,0.0490832,0.487,0.9979,0.2527,-0.2,0.0986
MOD13Q1_061__250m_16_days_NDVI_doy2008305000000_aid0001,_250m_16_days_NDVI,aid0001,2008-10-31,7481011.0,-0.2,0.9994,"(-0.2,0.9994)",0.332349,0.2542843,0.0646605,0.5458,0.9994,0.269,-0.2,0.0984
MOD13Q1_061__250m_16_days_NDVI_doy2008321000000_aid0001,_250m_16_days_NDVI,aid0001,2008-11-16,7482867.0,-0.2,0.9993,"(-0.2,0.9993)",0.3447937,0.2650785,0.0702666,0.5668,0.9993,0.2766,-0.2,0.0991
MOD13Q1_061__250m_16_days_NDVI_doy2008337000000_aid0001,_250m_16_days_NDVI,aid0001,2008-12-02,7482887.0,-0.2,0.9996,"(-0.2,0.9996)",0.3688558,0.2791344,0.077916,0.6175,0.9996,0.3126,-0.2,0.0997
MOD13Q1_061__250m_16_days_NDVI_doy2008353000000_aid0001,_250m_16_days_NDVI,aid0001,2008-12-18,7483726.0,-0.2,0.9996,"(-0.2,0.9996)",0.3945423,0.3006448,0.0903873,0.6844,0.9996,0.3275,-0.2,0.102
MOD13Q1_061__250m_16_days_NDVI_doy2009001000000_aid0001,_250m_16_days_NDVI,aid0001,2009-01-01,7481206.0,-0.2,0.9995,"(-0.2,0.9995)",0.4203884,0.3073788,0.0944817,0.7205,0.9995,0.3942,-0.2,0.109
MOD13Q1_061__250m_16_days_NDVI_doy2009017000000_aid0001,_250m_16_days_NDVI,aid0001,2009-01-17,7480494.0,-0.2,0.9995,"(-0.2,0.9995)",0.4303227,0.3043549,0.0926319,0.713,0.9995,0.4449,-0.2,0.114
MOD13Q1_061__250m_16_days_NDVI_doy2009033000000_aid0001,_250m_16_days_NDVI,aid0001,2009-02-02,7482318.0,-0.2,0.9994,"(-0.2,0.9994)",0.4506481,0.3156147,0.0996126,0.7503,0.9994,0.4878,-0.2,0.1151
MOD13Q1_061__250m_16_days_NDVI_doy2009049000000_aid0001,_250m_16_days_NDVI,aid0001,2009-02-18,7480965.0,-0.2,0.9995,"(-0.2,0.9995)",0.4593746,0.3226982,0.1041341,0.772,0.9995,0.5032,-0.2,0.117
MOD13Q1_061__250m_16_days_NDVI_doy2009065000000_aid0001,_250m_16_days_NDVI,aid0001,2009-03-06,7480402.0,-0.2,0.9994,"(-0.2,0.9994)",0.4567271,0.3148638,0.0991392,0.7524,0.9994,0.5101,-0.2,0.121
MOD13Q1_061__250m_16_days_NDVI_doy2009081000000_aid0001,_250m_16_days_NDVI,aid0001,2009-03-22,7479760.0,-0.2,0.9995,"(-0.2,0.9995)",0.4571294,0.3163004,0.1000459,0.7562,0.9995,0.5214,-0.2,0.1201
MOD13Q1_061__250m_16_days_NDVI_doy2009097000000_aid0001,_250m_16_days_NDVI,aid0001,2009-04-07,7479025.0,-0.2,0.9992,"(-0.2,0.9992)",0.4380128,0.306473,0.0939257,0.7232,0.9992,0.4748,-0.2,0.1182
MOD13Q1_061__250m_16_days_NDVI_doy2009113000000_aid0001,_250m_16_days_NDVI,aid0001,2009-04-23,7478698.0,-0.2,0.9993,"(-0.2,0.9993)",0.4103266,0.2908532,0.0845956,0.6763,0.9993,0.3961,-0.2,0.1156
MOD13Q1_061__250m_16_days_NDVI_doy2009129000000_aid0001,_250m_16_days_NDVI,aid0001,2009-05-09,7478381.0,-0.2,0.9989,"(-0.2,0.9989)",0.4000141,0.2898,0.083984,0.6726,0.9989,0.3632,-0.2,0.1119
MOD13Q1_061__250m_16_days_NDVI_doy2009145000000_aid0001,_250m_16_days_NDVI,aid0001,2009-05-25,7478412.0,-0.2,0.998,"(-0.2,0.998)",0.3765871,0.2734242,0.0747608,0.6285,0.998,0.3304,-0.2,0.1098
MOD13Q1_061__250m_16_days_NDVI_doy2009161000000_aid0001,_250m_16_days_NDVI,aid0001,2009-06-10,7478279.0,-0.2,0.9984,"(-0.2,0.9984)",0.3565497,0.2606618,0.0679446,0.5889,0.9984,0.3075,-0.2,0.1085
MOD13Q1_061__250m_16_days_NDVI_doy2009177000000_aid0001,_250m_16_days_NDVI,aid0001,2009-06-26,7477919.0,-0.2,0.9942,"(-0.2,0.9942)",0.3355622,0.2452726,0.0601586,0.5442,0.9942,0.287,-0.2,0.1069
MOD13Q1_061__250m_16_days_NDVI_doy2009193000000_aid0001,_250m_16_days_NDVI,aid0001,2009-07-12,7479445.0,-0.2,0.9897,"(-0.2,0.9897)",0.3099252,0.2285968,0.0522565,0.5,0.9897,0.2676,-0.2,0.1028
MOD13Q1_061__250m_16_days_NDVI_doy2009209000000_aid0001,_250m_16_days_NDVI,aid0001,2009-07-28,7477768.0,-0.2,0.9973,"(-0.2,0.9973)",0.2814709,0.2026377,0.041062,0.4392,0.9272,0.2458,-0.2,0.1019
MOD13Q1_061__250m_16_days_NDVI_doy2009225000000_aid0001,_250m_16_days_NDVI,aid0001,2009-08-13,7478309.0,-0.2,0.9851,"(-0.2,0.9851)",0.2664046,0.1875526,0.035176,0.403,0.8555,0.2377,-0.2,0.1013
MOD13Q1_061__250m_16_days_NDVI_doy2009241000000_aid0001,_250m_16_days_NDVI,aid0001,2009-08-29,7479512.0,-0.2,0.9819,"(-0.2,0.9819)",0.2572946,0.1761995,0.0310463,0.392,0.8296,0.2367,-0.2,0.1001
MOD13Q1_061__250m_16_days_NDVI_doy2009257000000_aid0001,_250m_16_days_NDVI,aid0001,2009-09-14,7480899.0,-0.2,0.9904,"(-0.2,0.9904)",0.262303,0.1819698,0.033113,0.4018,0.8555,0.2393,-0.2,0.0991
MOD13Q1_061__250m_16_days_NDVI_doy2009273000000_aid0001,_250m_16_days_NDVI,aid0001,2009-09-30,7483316.0,-0.2,0.9873,"(-0.2,0.9873)",0.256252,0.1788786,0.0319975,0.3895,0.8276,0.2328,-0.2,0.0974
MOD13Q1_061__250m_16_days_NDVI_doy2009289000000_aid0001,_250m_16_days_NDVI,aid0001,2009-10-16,7483099.0,-0.2,0.9938,"(-0.2,0.9938)",0.2687412,0.1940849,0.0376689,0.4106,0.8805,0.2357,-0.2,0.0971
MOD13Q1_061__250m_16_days_NDVI_doy2009305000000_aid0001,_250m_16_days_NDVI,aid0001,2009-11-01,7483175.0,-0.2,0.9987,"(-0.2,0.9987)",0.2793266,0.2074276,0.0430262,0.4199,0.9032,0.2344,-0.2,0.0977
MOD13Q1_061__250m_16_days_NDVI_doy2009321000000_aid0001,_250m_16_days_NDVI,aid0001,2009-11-17,7483626.0,-0.2,0.9994,"(-0.2,0.9994)",0.3278985,0.2525279,0.0637703,0.5207,0.9994,0.2562,-0.2,0.0992
MOD13Q1_061__250m_16_days_NDVI_doy2009337000000_aid0001,_250m_16_days_NDVI,aid0001,2009-12-03,7483719.0,-0.2,0.9996,"(-0.2,0.9996)",0.3817779,0.2956964,0.0874364,0.6745,0.9996,0.2923,-0.2,0.0997
MOD13Q1_061__250m_16_days_NDVI_doy2009353000000_aid0001,_250m_16_days_NDVI,aid0001,2009-12-19,7483829.0,-0.2,0.9996,"(-0.2,0.9996)",0.4082865,0.3094555,0.0957627,0.7177,0.9996,0.3389,-0.2,0.1033
MOD13Q1_061__250m_16_days_NDVI_doy2010001000000_aid0001,_250m_16_days_NDVI,aid0001,2010-01-01,7482798.0,-0.2,0.9996,"(-0.2,0.9996)",0.428638,0.3176823,0.100922,0.7316,0.9996,0.3974,-0.2,0.107
MOD13Q1_061__250m_16_days_NDVI_doy2010017000000_aid0001,_250m_16_days_NDVI,aid0001,2010-01-17,7482372.0,-0.2,0.9995,"(-0.2,0.9995)",0.4388899,0.3189831,0.1017502,0.7461,0.9995,0.449,-0.2,0.1087
MOD13Q1_061__250m_16_days_NDVI_doy2010033000000_aid0001,_250m_16_days_NDVI,aid0001,2010-02-02,7483411.0,-0.2,0.9995,"(-0.2,0.9995)",0.4466828,0.319736,0.1022311,0.7564,0.9995,0.4694,-0.2,0.1133
MOD13Q1_061__250m_16_days_NDVI_doy2010049000000_aid0001,_250m_16_days_NDVI,aid0001,2010-02-18,7482927.0,-0.2,0.9995,"(-0.2,0.9995)",0.4476016,0.316711,0.1003059,0.754,0.9995,0.454,-0.2,0.1163
MOD13Q1_061__250m_16_days_NDVI_doy2010065000000_aid0001,_250m_16_days_NDVI,aid0001,2010-03-06,7480918.0,-0.2,0.9996,"(-0.2,0.9996)",0.4525615,0.3216204,0.1034397,0.7605,0.9996,0.4677,-0.2,0.1165
MOD13Q1_061__250m_16_days_NDVI_doy2010081000000_aid0001,_250m_16_days_NDVI,aid0001,2010-03-22,7480872.0,-0.2,0.9994,"(-0.2,0.9994)",0.4563157,0.3205454,0.1027494,0.7619,0.9994,0.5254,-0.2,0.1175
MOD13Q1_061__250m_16_days_NDVI_doy2010097000000_aid0001,_250m_16_days_NDVI,aid0001,2010-04-07,7479992.0,-0.2,0.9993,"(-0.2,0.9993)",0.4410493,0.3124664,0.0976352,0.7392,0.9993,0.4905,-0.2,0.1151
MOD13Q1_061__250m_16_days_NDVI_doy2010113000000_aid0001,_250m_16_days_NDVI,aid0001,2010-04-23,7479847.0,-0.2,0.9995,"(-0.2,0.9995)",0.4126978,0.2966779,0.0880178,0.6968,0.9995,0.3878,-0.2,0.1125
MOD13Q1_061__250m_16_days_NDVI_doy2010129000000_aid0001,_250m_16_days_NDVI,aid0001,2010-05-09,7478863.0,-0.2,0.9994,"(-0.2,0.9994)",0.4013752,0.2951386,0.0871068,0.6902,0.9994,0.3637,-0.2,0.1103
MOD13Q1_061__250m_16_days_NDVI_doy2010145000000_aid0001,_250m_16_days_NDVI,aid0001,2010-05-25,7478137.0,-0.2,0.9992,"(-0.2,0.9992)",0.3779728,0.2811712,0.0790573,0.6525,0.9992,0.3256,-0.2,0.1062
MOD13Q1_061__250m_16_days_NDVI_doy2010161000000_aid0001,_250m_16_days_NDVI,aid0001,2010-06-10,7482326.0,-0.2,0.9988,"(-0.2,0.9988)",0.2918022,0.2232236,0.0498288,0.4622,0.9978,0.2084,-0.2,0.105
MOD13Q1_061__250m_16_days_NDVI_doy2010177000000_aid0001,_250m_16_days_NDVI,aid0001,2010-06-26,7482817.0,-0.2,0.9913,"(-0.2,0.9913)",0.3413295,0.2464153,0.0607205,0.5662,0.9913,0.2943,-0.2,0.1088
MOD13Q1_061__250m_16_days_NDVI_doy2010193000000_aid0001,_250m_16_days_NDVI,aid0001,2010-07-12,7479496.0,-0.2,0.9954,"(-0.2,0.9954)",0.308356,0.2220773,0.0493183,0.5016,0.9954,0.266,-0.2,0.1035
MOD13Q1_061__250m_16_days_NDVI_doy2010209000000_aid0001,_250m_16_days_NDVI,aid0001,2010-07-28,7478230.0,-0.2,0.9605,"(-0.2,0.9605)",0.2867269,0.2032317,0.0413031,0.4518,0.9605,0.2513,-0.2,0.1026
MOD13Q1_061__250m_16_days_NDVI_doy2010225000000_aid0001,_250m_16_days_NDVI,aid0001,2010-08-13,7479828.0,-0.2,0.9811,"(-0.2,0.9811)",0.2648258,0.1803181,0.0325146,0.407,0.8642,0.244,-0.2,0.1017
MOD13Q1_061__250m_16_days_NDVI_doy2010241000000_aid0001,_250m_16_days_NDVI,aid0001,2010-08-29,7480004.0,-0.2,0.9296,"(-0.2,0.9296)",0.2666895,0.1841276,0.033903,0.4125,0.8818,0.2439,-0.2,0.0996
MOD13Q1_061__250m_16_days_NDVI_doy2010257000000_aid0001,_250m_16_days_NDVI,aid0001,2010-09-14,7482542.0,-0.2,0.9692,"(-0.2,0.9692)",0.277361,0.1958398,0.0383532,0.4394,0.9305,0.2445,-0.2,0.0983
MOD13Q1_061__250m_16_days_NDVI_doy2010273000000_aid0001,_250m_16_days_NDVI,aid0001,2010-09-30,7483912.0,-0.2,0.9977,"(-0.2,0.9977)",0.2931543,0.2165096,0.0468764,0.462,0.9977,0.2493,-0.2,0.0971
MOD13Q1_061__250m_16_days_NDVI_doy2010289000000_aid0001,_250m_16_days_NDVI,aid0001,2010-10-16,7484018.0,-0.2,0.9916,"(-0.2,0.9916)",0.3028492,0.2270429,0.0515485,0.4816,0.9916,0.2498,-0.2,0.0962
MOD13Q1_061__250m_16_days_NDVI_doy2010305000000_aid0001,_250m_16_days_NDVI,aid0001,2010-11-01,7485383.0,-0.2,0.9945,"(-0.2,0.9945)",0.2952605,0.2209213,0.0488062,0.4707,0.9945,0.235,-0.2,0.0973
MOD13Q1_061__250m_16_days_NDVI_doy2010321000000_aid0001,_250m_16_days_NDVI,aid0001,2010-11-17,7484721.0,-0.2,0.9993,"(-0.2,0.9993)",0.3142289,0.2390371,0.0571387,0.5089,0.9993,0.247,-0.2,0.0967
MOD13Q1_061__250m_16_days_NDVI_doy2010337000000_aid0001,_250m_16_days_NDVI,aid0001,2010-12-03,7484851.0,-0.2,0.9993,"(-0.2,0.9993)",0.3501288,0.2703374,0.0730823,0.601,0.9993,0.2609,-0.2,0.098
MOD13Q1_061__250m_16_days_NDVI_doy2010353000000_aid0001,_250m_16_days_NDVI,aid0001,2010-12-19,7485216.0,-0.2,0.9996,"(-0.2,0.9996)",0.3582136,0.2759195,0.0761316,0.6197,0.9996,0.2711,-0.2,0.1001
MOD13Q1_061__250m_16_days_NDVI_doy2011001000000_aid0001,_250m_16_days_NDVI,aid0001,2011-01-01,7483605.0,-0.2,0.9994,"(-0.2,0.9994)",0.4136573,0.3082837,0.0950388,0.7196,0.9994,0.3744,-0.2,0.1022
MOD13Q1_061__250m_16_days_NDVI_doy2011017000000_aid0001,_250m_16_days_NDVI,aid0001,2011-01-17,7484212.0,-0.2,0.9996,"(-0.2,0.9996)",0.4335985,0.3236279,0.104735,0.7542,0.9996,0.4176,-0.2,0.1014
MOD13Q1_061__250m_16_days_NDVI_doy2011033000000_aid0001,_250m_16_days_NDVI,aid0001,2011-02-02,7475309.0,-0.2,0.9996,"(-0.2,0.9996)",0.4461725,0.3235031,0.1046543,0.7642,0.9996,0.4362,-0.2,0.1123
MOD13Q1_061__250m_16_days_NDVI_doy2011049000000_aid0001,_250m_16_days_NDVI,aid0001,2011-02-18,7470461.0,-0.2,0.9997,"(-0.2,0.9997)",0.4643783,0.3224705,0.1039872,0.7775,0.9997,0.4955,-0.2,0.1254
MOD13Q1_061__250m_16_days_NDVI_doy2011065000000_aid0001,_250m_16_days_NDVI,aid0001,2011-03-06,7467435.0,-0.2,0.9996,"(-0.2,0.9996)",0.4786296,0.3218322,0.103576,0.7824,0.9996,0.5592,-0.2,0.1351
MOD13Q1_061__250m_16_days_NDVI_doy2011081000000_aid0001,_250m_16_days_NDVI,aid0001,2011-03-22,7469030.0,-0.2,0.9994,"(-0.2,0.9994)",0.4787563,0.3203775,0.1026418,0.7815,0.9994,0.5822,-0.2,0.1362
MOD13Q1_061__250m_16_days_NDVI_doy2011097000000_aid0001,_250m_16_days_NDVI,aid0001,2011-04-07,7470125.0,-0.2,0.9993,"(-0.2,0.9993)",0.4576547,0.3058576,0.0935489,0.7411,0.9993,0.5388,-0.2,0.1356
MOD13Q1_061__250m_16_days_NDVI_doy2011113000000_aid0001,_250m_16_days_NDVI,aid0001,2011-04-23,7469185.0,-0.2,0.9994,"(-0.2,0.9994)",0.4391771,0.3033705,0.0920337,0.7268,0.9994,0.4633,-0.2,0.126
MOD13Q1_061__250m_16_days_NDVI_doy2011129000000_aid0001,_250m_16_days_NDVI,aid0001,2011-05-09,7472799.0,-0.2,0.9992,"(-0.2,0.9992)",0.406939,0.2867993,0.0822538,0.6728,0.9992,0.3802,-0.2,0.1227
MOD13Q1_061__250m_16_days_NDVI_doy2011145000000_aid0001,_250m_16_days_NDVI,aid0001,2011-05-25,7472635.0,-0.2,0.9993,"(-0.2,0.9993)",0.3962485,0.2820026,0.0795255,0.6707,0.9993,0.3606,-0.2,0.1191
MOD13Q1_061__250m_16_days_NDVI_doy2011161000000_aid0001,_250m_16_days_NDVI,aid0001,2011-06-10,7474161.0,-0.2,0.9992,"(-0.2,0.9992)",0.3786385,0.2731888,0.0746321,0.6392,0.9992,0.3366,-0.2,0.1154
MOD13Q1_061__250m_16_days_NDVI_doy2011177000000_aid0001,_250m_16_days_NDVI,aid0001,2011-06-26,7471691.0,-0.2,0.9951,"(-0.2,0.9951)",0.3459249,0.2578175,0.0664699,0.5743,0.9951,0.3088,-0.2,0.1098
MOD13Q1_061__250m_16_days_NDVI_doy2011193000000_aid0001,_250m_16_days_NDVI,aid0001,2011-07-12,7475650.0,-0.2,0.9969,"(-0.2,0.9969)",0.3106202,0.2399012,0.0575526,0.5063,0.9969,0.279,-0.2,0.1048
MOD13Q1_061__250m_16_days_NDVI_doy2011209000000_aid0001,_250m_16_days_NDVI,aid0001,2011-07-28,7475031.0,-0.2,0.991,"(-0.2,0.991)",0.2999609,0.2236112,0.050002,0.4768,0.991,0.2613,-0.2,0.1053
MOD13Q1_061__250m_16_days_NDVI_doy2011225000000_aid0001,_250m_16_days_NDVI,aid0001,2011-08-13,7475105.0,-0.2,0.9943,"(-0.2,0.9943)",0.2862527,0.2073012,0.0429738,0.4443,0.9259,0.2558,-0.2,0.1046
MOD13Q1_061__250m_16_days_NDVI_doy2011241000000_aid0001,_250m_16_days_NDVI,aid0001,2011-08-29,7476384.0,-0.2,0.9259,"(-0.2,0.9259)",0.2708179,0.1926661,0.0371202,0.4128,0.8778,0.2448,-0.2,0.1028
MOD13Q1_061__250m_16_days_NDVI_doy2011257000000_aid0001,_250m_16_days_NDVI,aid0001,2011-09-14,7475551.0,-0.2,0.9981,"(-0.2,0.9981)",0.281344,0.1990889,0.0396364,0.437,0.9338,0.2519,-0.2,0.1038
MOD13Q1_061__250m_16_days_NDVI_doy2011273000000_aid0001,_250m_16_days_NDVI,aid0001,2011-09-30,7479504.0,-0.2,0.9929,"(-0.2,0.9929)",0.3026836,0.2221467,0.0493492,0.4757,0.9929,0.2598,-0.2,0.1038
MOD13Q1_061__250m_16_days_NDVI_doy2011289000000_aid0001,_250m_16_days_NDVI,aid0001,2011-10-16,7481655.0,-0.2,0.9969,"(-0.2,0.9969)",0.3140227,0.2347908,0.0551267,0.4927,0.9969,0.2612,-0.2,0.1025
MOD13Q1_061__250m_16_days_NDVI_doy2011305000000_aid0001,_250m_16_days_NDVI,aid0001,2011-11-01,7481923.0,-0.2,0.9963,"(-0.2,0.9963)",0.3245516,0.2446586,0.0598579,0.5278,0.9963,0.2549,-0.2,0.103
MOD13Q1_061__250m_16_days_NDVI_doy2011321000000_aid0001,_250m_16_days_NDVI,aid0001,2011-11-17,7482226.0,-0.2,0.9994,"(-0.2,0.9994)",0.3415133,0.2577195,0.0664193,0.5656,0.9994,0.2681,-0.2,0.1032
MOD13Q1_061__250m_16_days_NDVI_doy2011337000000_aid0001,_250m_16_days_NDVI,aid0001,2011-12-03,7481815.0,-0.2,0.9994,"(-0.2,0.9994)",0.3781393,0.2838805,0.0805882,0.65,0.9994,0.2974,-0.2,0.1053
MOD13Q1_061__250m_16_days_NDVI_doy2011353000000_aid0001,_250m_16_days_NDVI,aid0001,2011-12-19,7483676.0,-0.2,0.9996,"(-0.2,0.9996)",0.4039658,0.2994713,0.0896831,0.6847,0.9996,0.3476,-0.2,0.1097
MOD13Q1_061__250m_16_days_NDVI_doy2012001000000_aid0001,_250m_16_days_NDVI,aid0001,2012-01-01,7478054.0,-0.2,0.9994,"(-0.2,0.9994)",0.4199376,0.3009045,0.0905435,0.6952,0.9994,0.3982,-0.2,0.1174
MOD13Q1_061__250m_16_days_NDVI_doy2012017000000_aid0001,_250m_16_days_NDVI,aid0001,2012-01-17,7478882.0,-0.2,0.9995,"(-0.2,0.9995)",0.4439851,0.3095957,0.0958495,0.7383,0.9995,0.4458,-0.2,0.125825
MOD13Q1_061__250m_16_days_NDVI_doy2012033000000_aid0001,_250m_16_days_NDVI,aid0001,2012-02-02,7476442.0,-0.2,0.9995,"(-0.2,0.9995)",0.4442269,0.3026045,0.0915695,0.7321,0.9995,0.4369,-0.2,0.1365
MOD13Q1_061__250m_16_days_NDVI_doy2012049000000_aid0001,_250m_16_days_NDVI,aid0001,2012-02-18,7466251.0,-0.2,0.9996,"(-0.2,0.9996)",0.4629419,0.3068749,0.0941722,0.7459,0.9996,0.5,-0.2,0.1455
MOD13Q1_061__250m_16_days_NDVI_doy2012065000000_aid0001,_250m_16_days_NDVI,aid0001,2012-03-05,7465181.0,-0.2,0.9994,"(-0.2,0.9994)",0.4545802,0.3000505,0.0900303,0.7241,0.9994,0.4778,-0.2,0.1498
MOD13Q1_061__250m_16_days_NDVI_doy2012081000000_aid0001,_250m_16_days_NDVI,aid0001,2012-03-21,7467799.0,-0.2,0.9992,"(-0.2,0.9992)",0.4450553,0.2957982,0.0874965,0.7171,0.9992,0.4643,-0.2,0.1449
MOD13Q1_061__250m_16_days_NDVI_doy2012097000000_aid0001,_250m_16_days_NDVI,aid0001,2012-04-06,7468278.0,-0.2,0.9996,"(-0.2,0.9996)",0.4112965,0.2883442,0.0831424,0.6941,0.9996,0.3558,-0.2,0.1332
MOD13Q1_061__250m_16_days_NDVI_doy2012113000000_aid0001,_250m_16_days_NDVI,aid0001,2012-04-22,7471235.0,-0.2,0.9994,"(-0.2,0.9994)",0.4254698,0.2953594,0.0872372,0.7088,0.9994,0.4081,-0.2,0.1296
MOD13Q1_061__250m_16_days_NDVI_doy2012129000000_aid0001,_250m_16_days_NDVI,aid0001,2012-05-08,7467945.0,-0.2,0.9992,"(-0.2,0.9992)",0.4181032,0.293693,0.0862556,0.7016,0.9992,0.3938,-0.2,0.1252
MOD13Q1_061__250m_16_days_NDVI_doy2012145000000_aid0001,_250m_16_days_NDVI,aid0001,2012-05-24,7471897.0,-0.2,0.9994,"(-0.2,0.9994)",0.3886631,0.274445,0.07532,0.6397,0.9994,0.357,-0.2,0.1223
MOD13Q1_061__250m_16_days_NDVI_doy2012161000000_aid0001,_250m_16_days_NDVI,aid0001,2012-06-09,7469561.0,-0.2,0.9977,"(-0.2,0.9977)",0.376449,0.2693866,0.0725691,0.6139,0.9977,0.3378,-0.2,0.1196
MOD13Q1_061__250m_16_days_NDVI_doy2012177000000_aid0001,_250m_16_days_NDVI,aid0001,2012-06-25,7470273.0,-0.2,0.9989,"(-0.2,0.9989)",0.3476355,0.2534461,0.0642349,0.555,0.9989,0.3038,-0.2,0.1153
