File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_061__250m_16_days_NDVI_doy2000049000000_aid0001,_250m_16_days_NDVI,aid0001,2000-02-18,7479666.0,-0.2,0.9996,"(-0.2,0.9996)",0.4017032,0.300668,0.0904012,0.721,0.9996,0.3113,-0.2,0.1138
MOD13Q1_061__250m_16_days_NDVI_doy2000065000000_aid0001,_250m_16_days_NDVI,aid0001,2000-03-05,7478788.0,-0.2,0.9996,"(-0.2,0.9996)",0.409541,0.3069122,0.0941951,0.7466,0.9996,0.3113,-0.2,0.1175
MOD13Q1_061__250m_16_days_NDVI_doy2000081000000_aid0001,_250m_16_days_NDVI,aid0001,2000-03-21,7477739.0,-0.2,0.9994,"(-0.2,0.9994)",0.4288418,0.3081527,0.0949581,0.7424,0.9994,0.3814,-0.2,0.1211
MOD13Q1_061__250m_16_days_NDVI_doy2000097000000_aid0001,_250m_16_days_NDVI,aid0001,2000-04-06,7475859.0,-0.2,0.9994,"(-0.2,0.9994)",0.443,0.3162426,0.1000094,0.7503,0.9994,0.4465,-0.2,0.1184
MOD13Q1_061__250m_16_days_NDVI_doy2000113000000_aid0001,_250m_16_days_NDVI,aid0001,2000-04-22,7476674.0,-0.2,0.9993,"(-0.2,0.9993)",0.4376109,0.3068658,0.0941666,0.7253,0.9993,0.481,-0.2,0.1198
MOD13Q1_061__250m_16_days_NDVI_doy2000129000000_aid0001,_250m_16_days_NDVI,aid0001,2000-05-08,7477411.0,-0.2,0.9993,"(-0.2,0.9993)",0.4097648,0.2953818,0.0872504,0.6978,0.9993,0.4015,-0.2,0.1119
MOD13Q1_061__250m_16_days_NDVI_doy2000145000000_aid0001,_250m_16_days_NDVI,aid0001,2000-05-24,7477615.0,-0.2,0.9989,"(-0.2,0.9989)",0.396516,0.2904432,0.0843573,0.6707,0.9989,0.3717,-0.2,0.1096
MOD13Q1_061__250m_16_days_NDVI_doy2000161000000_aid0001,_250m_16_days_NDVI,aid0001,2000-06-09,7478901.0,-0.2,0.9981,"(-0.2,0.9981)",0.3799578,0.2800156,0.0784087,0.6318,0.9981,0.3493,-0.2,0.1088
MOD13Q1_061__250m_16_days_NDVI_doy2000177000000_aid0001,_250m_16_days_NDVI,aid0001,2000-06-25,7475775.0,-0.2,0.9953,"(-0.2,0.9953)",0.3567073,0.2621489,0.0687221,0.589,0.9953,0.3191,-0.2,0.1064
MOD13Q1_061__250m_16_days_NDVI_doy2000193000000_aid0001,_250m_16_days_NDVI,aid0001,2000-07-11,7477087.0,-0.2,0.9872,"(-0.2,0.9872)",0.324763,0.2371441,0.0562373,0.5214,0.9872,0.2894,-0.2,0.1026
MOD13Q1_061__250m_16_days_NDVI_doy2000209000000_aid0001,_250m_16_days_NDVI,aid0001,2000-07-27,7478126.0,-0.2,0.9878,"(-0.2,0.9878)",0.296322,0.2118367,0.0448748,0.4615,0.9878,0.2672,-0.2,0.103
MOD13Q1_061__250m_16_days_NDVI_doy2000225000000_aid0001,_250m_16_days_NDVI,aid0001,2000-08-12,7476373.0,-0.2,0.98,"(-0.2,0.98)",0.2886541,0.2056766,0.0423029,0.44,0.9445,0.2681,-0.2,0.1008
MOD13Q1_061__250m_16_days_NDVI_doy2000241000000_aid0001,_250m_16_days_NDVI,aid0001,2000-08-28,7477580.0,-0.2,0.9956,"(-0.2,0.9956)",0.2802946,0.2000765,0.0400306,0.4278,0.9226,0.2593,-0.2,0.0971
MOD13Q1_061__250m_16_days_NDVI_doy2000257000000_aid0001,_250m_16_days_NDVI,aid0001,2000-09-13,7480365.0,-0.2,0.9664,"(-0.2,0.9664)",0.2914618,0.2118981,0.0449008,0.4514,0.9664,0.2622,-0.2,0.0966
MOD13Q1_061__250m_16_days_NDVI_doy2000273000000_aid0001,_250m_16_days_NDVI,aid0001,2000-09-29,7480620.0,-0.2,0.9963,"(-0.2,0.9963)",0.3029656,0.2225254,0.0495176,0.4791,0.9963,0.2656,-0.2,0.0972
MOD13Q1_061__250m_16_days_NDVI_doy2000289000000_aid0001,_250m_16_days_NDVI,aid0001,2000-10-15,7479307.0,-0.2,0.9994,"(-0.2,0.9994)",0.3415948,0.2580945,0.0666128,0.5776,0.9994,0.282,-0.2,0.0969
MOD13Q1_061__250m_16_days_NDVI_doy2000305000000_aid0001,_250m_16_days_NDVI,aid0001,2000-10-31,7481585.0,-0.2,0.9995,"(-0.2,0.9995)",0.3735347,0.2857576,0.0816574,0.6403,0.9995,0.3177,-0.2,0.097
MOD13Q1_061__250m_16_days_NDVI_doy2000321000000_aid0001,_250m_16_days_NDVI,aid0001,2000-11-16,7480354.0,-0.2,0.9995,"(-0.2,0.9995)",0.3959501,0.3046402,0.0928057,0.6857,0.9995,0.3502,-0.2,0.0974
MOD13Q1_061__250m_16_days_NDVI_doy2000337000000_aid0001,_250m_16_days_NDVI,aid0001,2000-12-02,7480551.0,-0.2,0.9994,"(-0.2,0.9994)",0.4135344,0.3128263,0.0978603,0.7111,0.9994,0.3885,-0.2,0.1006
MOD13Q1_061__250m_16_days_NDVI_doy2000353000000_aid0001,_250m_16_days_NDVI,aid0001,2000-12-18,7482847.0,-0.2,0.9995,"(-0.2,0.9995)",0.4178386,0.3094858,0.0957814,0.7092,0.9995,0.4196,-0.2,0.1053
MOD13Q1_061__250m_16_days_NDVI_doy2001001000000_aid0001,_250m_16_days_NDVI,aid0001,2001-01-01,7481484.0,-0.2,0.9996,"(-0.2,0.9996)",0.4334095,0.31471,0.0990424,0.7315,0.9996,0.4589,-0.2,0.1111
MOD13Q1_061__250m_16_days_NDVI_doy2001017000000_aid0001,_250m_16_days_NDVI,aid0001,2001-01-17,7478329.0,-0.2,0.9996,"(-0.2,0.9996)",0.4422126,0.3139399,0.0985583,0.7437,0.9996,0.468,-0.2,0.1172
MOD13Q1_061__250m_16_days_NDVI_doy2001033000000_aid0001,_250m_16_days_NDVI,aid0001,2001-02-02,7474142.0,-0.2,0.9995,"(-0.2,0.9995)",0.4646917,0.3203922,0.1026512,0.7686,0.9995,0.5346,-0.2,0.126
MOD13Q1_061__250m_16_days_NDVI_doy2001049000000_aid0001,_250m_16_days_NDVI,aid0001,2001-02-18,7471612.0,-0.2,0.9995,"(-0.2,0.9995)",0.4780803,0.3229827,0.1043178,0.7787,0.9995,0.5676,-0.2,0.1336
MOD13Q1_061__250m_16_days_NDVI_doy2001065000000_aid0001,_250m_16_days_NDVI,aid0001,2001-03-06,7469100.0,-0.2,0.9994,"(-0.2,0.9994)",0.4724364,0.3151868,0.0993427,0.7649,0.9994,0.5484,-0.2,0.1399
MOD13Q1_061__250m_16_days_NDVI_doy2001081000000_aid0001,_250m_16_days_NDVI,aid0001,2001-03-22,7468265.0,-0.2,0.9995,"(-0.2,0.9995)",0.4547067,0.3070751,0.0942951,0.7414,0.9995,0.5032,-0.2,0.1344
MOD13Q1_061__250m_16_days_NDVI_doy2001097000000_aid0001,_250m_16_days_NDVI,aid0001,2001-04-07,7469580.0,-0.2,0.999,"(-0.2,0.999)",0.4524657,0.3092565,0.0956396,0.7473,0.999,0.4933,-0.2,0.1308
MOD13Q1_061__250m_16_days_NDVI_doy2001113000000_aid0001,_250m_16_days_NDVI,aid0001,2001-04-23,7470748.0,-0.2,0.9995,"(-0.2,0.9995)",0.4337917,0.3016745,0.0910075,0.7241,0.9995,0.4503,-0.2,0.1242
MOD13Q1_061__250m_16_days_NDVI_doy2001129000000_aid0001,_250m_16_days_NDVI,aid0001,2001-05-09,7472936.0,-0.2,0.9994,"(-0.2,0.9994)",0.4108939,0.2912972,0.0848541,0.6941,0.9994,0.402,-0.2,0.1177
MOD13Q1_061__250m_16_days_NDVI_doy2001145000000_aid0001,_250m_16_days_NDVI,aid0001,2001-05-25,7471698.0,-0.2,0.9991,"(-0.2,0.9991)",0.3912015,0.2859851,0.0817875,0.6707,0.9991,0.3368,-0.2,0.1129
MOD13Q1_061__250m_16_days_NDVI_doy2001161000000_aid0001,_250m_16_days_NDVI,aid0001,2001-06-10,7470532.0,-0.2,0.9988,"(-0.2,0.9988)",0.3830717,0.2767831,0.0766089,0.6478,0.9988,0.3546,-0.2,0.1115
MOD13Q1_061__250m_16_days_NDVI_doy2001177000000_aid0001,_250m_16_days_NDVI,aid0001,2001-06-26,7473427.0,-0.2,0.996,"(-0.2,0.996)",0.3298384,0.2380424,0.0566642,0.5296,0.996,0.2978,-0.2,0.1058
MOD13Q1_061__250m_16_days_NDVI_doy2001193000000_aid0001,_250m_16_days_NDVI,aid0001,2001-07-12,7477471.0,-0.2,0.9906,"(-0.2,0.9906)",0.3217283,0.2309277,0.0533276,0.5134,0.9906,0.2857,-0.2,0.1064
MOD13Q1_061__250m_16_days_NDVI_doy2001209000000_aid0001,_250m_16_days_NDVI,aid0001,2001-07-28,7472485.0,-0.2,0.9726,"(-0.2,0.9726)",0.3070851,0.2187787,0.0478641,0.4803,0.9726,0.2774,-0.2,0.105
MOD13Q1_061__250m_16_days_NDVI_doy2001225000000_aid0001,_250m_16_days_NDVI,aid0001,2001-08-13,7474395.0,-0.2,0.9902,"(-0.2,0.9902)",0.3022191,0.2148372,0.046155,0.4685,0.9902,0.2765,-0.2,0.1035
MOD13Q1_061__250m_16_days_NDVI_doy2001241000000_aid0001,_250m_16_days_NDVI,aid0001,2001-08-29,7474468.0,-0.2,0.99,"(-0.2,0.99)",0.3101231,0.222536,0.0495223,0.4873,0.99,0.2785,-0.2,0.103
MOD13Q1_061__250m_16_days_NDVI_doy2001257000000_aid0001,_250m_16_days_NDVI,aid0001,2001-09-14,7475968.0,-0.2,0.9984,"(-0.2,0.9984)",0.3122303,0.2237418,0.0500604,0.4933,0.9984,0.2867,-0.2,0.1014
MOD13Q1_061__250m_16_days_NDVI_doy2001273000000_aid0001,_250m_16_days_NDVI,aid0001,2001-09-30,7476843.0,-0.2,0.9986,"(-0.2,0.9986)",0.3325944,0.243831,0.0594535,0.5385,0.9986,0.2943,-0.2,0.1007
MOD13Q1_061__250m_16_days_NDVI_doy2001289000000_aid0001,_250m_16_days_NDVI,aid0001,2001-10-16,7478097.0,-0.2,0.9985,"(-0.2,0.9985)",0.3664858,0.2759172,0.0761303,0.6237,0.9985,0.3082,-0.2,0.0997
MOD13Q1_061__250m_16_days_NDVI_doy2001305000000_aid0001,_250m_16_days_NDVI,aid0001,2001-11-01,7477201.0,-0.2,0.9994,"(-0.2,0.9994)",0.3881957,0.2927322,0.0856922,0.6523,0.9994,0.3447,-0.2,0.1013
MOD13Q1_061__250m_16_days_NDVI_doy2001321000000_aid0001,_250m_16_days_NDVI,aid0001,2001-11-17,7478431.0,-0.2,0.9994,"(-0.2,0.9994)",0.4052723,0.3050233,0.0930392,0.6917,0.9994,0.369,-0.2,0.1025
MOD13Q1_061__250m_16_days_NDVI_doy2001337000000_aid0001,_250m_16_days_NDVI,aid0001,2001-12-03,7478994.0,-0.2,0.9995,"(-0.2,0.9995)",0.4205715,0.3151077,0.0992929,0.725,0.9995,0.3926,-0.2,0.1031
MOD13Q1_061__250m_16_days_NDVI_doy2001353000000_aid0001,_250m_16_days_NDVI,aid0001,2001-12-19,7478274.0,-0.2,0.9988,"(-0.2,0.9988)",0.4233091,0.3069297,0.0942058,0.706,0.9988,0.4262,-0.2,0.1109
MOD13Q1_061__250m_16_days_NDVI_doy2002001000000_aid0001,_250m_16_days_NDVI,aid0001,2002-01-01,7479762.0,-0.2,0.9993,"(-0.2,0.9993)",0.4309327,0.3060637,0.093675,0.7091,0.9993,0.4686,-0.2,0.1144
MOD13Q1_061__250m_16_days_NDVI_doy2002017000000_aid0001,_250m_16_days_NDVI,aid0001,2002-01-17,7481491.0,-0.2,0.9996,"(-0.2,0.9996)",0.440117,0.3109729,0.0967042,0.7382,0.9996,0.47,-0.2,0.1161
MOD13Q1_061__250m_16_days_NDVI_doy2002033000000_aid0001,_250m_16_days_NDVI,aid0001,2002-02-02,7479366.0,-0.2,0.9995,"(-0.2,0.9995)",0.4633618,0.3275327,0.1072777,0.7764,0.9995,0.5209,-0.2,0.1196
MOD13Q1_061__250m_16_days_NDVI_doy2002049000000_aid0001,_250m_16_days_NDVI,aid0001,2002-02-18,7477076.0,-0.2,0.9995,"(-0.2,0.9995)",0.4606828,0.3145934,0.098969,0.752,0.9995,0.5596,-0.2,0.1227
MOD13Q1_061__250m_16_days_NDVI_doy2002065000000_aid0001,_250m_16_days_NDVI,aid0001,2002-03-06,7473919.0,-0.2,0.9995,"(-0.2,0.9995)",0.4710799,0.3229051,0.1042677,0.7736,0.9995,0.564,-0.2,0.1272
MOD13Q1_061__250m_16_days_NDVI_doy2002081000000_aid0001,_250m_16_days_NDVI,aid0001,2002-03-22,7478586.0,-0.2,0.9995,"(-0.2,0.9995)",0.4323783,0.3126643,0.097759,0.7478,0.9995,0.3823,-0.2,0.1194
MOD13Q1_061__250m_16_days_NDVI_doy2002097000000_aid0001,_250m_16_days_NDVI,aid0001,2002-04-07,7478860.0,-0.2,0.9994,"(-0.2,0.9994)",0.437772,0.3057847,0.0935043,0.7352,0.9994,0.4517,-0.2,0.1241
MOD13Q1_061__250m_16_days_NDVI_doy2002113000000_aid0001,_250m_16_days_NDVI,aid0001,2002-04-23,7477477.0,-0.2,0.9992,"(-0.2,0.9992)",0.4309818,0.3044517,0.0926908,0.7217,0.9992,0.4358,-0.2,0.1208
MOD13Q1_061__250m_16_days_NDVI_doy2002129000000_aid0001,_250m_16_days_NDVI,aid0001,2002-05-09,7477283.0,-0.2,0.9992,"(-0.2,0.9992)",0.4106167,0.2929043,0.085793,0.6869,0.9992,0.3971,-0.2,0.1169
MOD13Q1_061__250m_16_days_NDVI_doy2002145000000_aid0001,_250m_16_days_NDVI,aid0001,2002-05-25,7478755.0,-0.2,0.9991,"(-0.2,0.9991)",0.3900047,0.2847546,0.0810852,0.6553,0.9991,0.365,-0.2,0.1125
MOD13Q1_061__250m_16_days_NDVI_doy2002161000000_aid0001,_250m_16_days_NDVI,aid0001,2002-06-10,7476109.0,-0.2,0.998,"(-0.2,0.998)",0.3725231,0.2716422,0.0737895,0.622,0.998,0.3324,-0.2,0.1106
MOD13Q1_061__250m_16_days_NDVI_doy2002177000000_aid0001,_250m_16_days_NDVI,aid0001,2002-06-26,7476673.0,-0.2,0.9961,"(-0.2,0.9961)",0.3554139,0.2606531,0.0679401,0.5911,0.9961,0.3099,-0.2,0.1095
MOD13Q1_061__250m_16_days_NDVI_doy2002193000000_aid0001,_250m_16_days_NDVI,aid0001,2002-07-12,7475132.0,-0.2,0.9981,"(-0.2,0.9981)",0.3350337,0.2576558,0.0663865,0.5612,0.9981,0.292,-0.2,0.1026
MOD13Q1_061__250m_16_days_NDVI_doy2002209000000_aid0001,_250m_16_days_NDVI,aid0001,2002-07-28,7475728.0,-0.2,0.9945,"(-0.2,0.9945)",0.318631,0.2375629,0.0564361,0.5198,0.9945,0.2776,-0.2,0.1033
MOD13Q1_061__250m_16_days_NDVI_doy2002225000000_aid0001,_250m_16_days_NDVI,aid0001,2002-08-13,7476317.0,-0.2,0.9984,"(-0.2,0.9984)",0.2988511,0.2167822,0.0469945,0.4693,0.9984,0.2661,-0.2,0.1027
MOD13Q1_061__250m_16_days_NDVI_doy2002241000000_aid0001,_250m_16_days_NDVI,aid0001,2002-08-29,7476393.0,-0.2,0.9981,"(-0.2,0.9981)",0.2913849,0.2081457,0.0433246,0.4568,0.9779,0.261,-0.2,0.1021
MOD13Q1_061__250m_16_days_NDVI_doy2002257000000_aid0001,_250m_16_days_NDVI,aid0001,2002-09-14,7478455.0,-0.2,0.9978,"(-0.2,0.9978)",0.2957214,0.2140295,0.0458086,0.4658,0.9978,0.2601,-0.2,0.1005
MOD13Q1_061__250m_16_days_NDVI_doy2002273000000_aid0001,_250m_16_days_NDVI,aid0001,2002-09-30,7480675.0,-0.2,0.9982,"(-0.2,0.9982)",0.3112402,0.2279624,0.0519669,0.4983,0.9982,0.2721,-0.2,0.1013
MOD13Q1_061__250m_16_days_NDVI_doy2002289000000_aid0001,_250m_16_days_NDVI,aid0001,2002-10-16,7480314.0,-0.2,0.9993,"(-0.2,0.9993)",0.3367373,0.2510227,0.0630124,0.5511,0.9993,0.275,-0.2,0.1032
MOD13Q1_061__250m_16_days_NDVI_doy2002305000000_aid0001,_250m_16_days_NDVI,aid0001,2002-11-01,7481310.0,-0.2,0.9995,"(-0.2,0.9995)",0.3644724,0.2763739,0.0763825,0.6116,0.9995,0.2951,-0.2,0.1011
MOD13Q1_061__250m_16_days_NDVI_doy2002321000000_aid0001,_250m_16_days_NDVI,aid0001,2002-11-17,7482145.0,-0.2,0.9995,"(-0.2,0.9995)",0.3837445,0.2896608,0.0839034,0.659,0.9995,0.3218,-0.2,0.103
MOD13Q1_061__250m_16_days_NDVI_doy2002337000000_aid0001,_250m_16_days_NDVI,aid0001,2002-12-03,7482822.0,-0.2,0.9996,"(-0.2,0.9996)",0.4095358,0.3091375,0.095566,0.7084,0.9996,0.3499,-0.2,0.1035
MOD13Q1_061__250m_16_days_NDVI_doy2002353000000_aid0001,_250m_16_days_NDVI,aid0001,2002-12-19,7483085.0,-0.2,0.9995,"(-0.2,0.9995)",0.4289037,0.3167691,0.1003426,0.7347,0.9995,0.4188,-0.2,0.1078
MOD13Q1_061__250m_16_days_NDVI_doy2003001000000_aid0001,_250m_16_days_NDVI,aid0001,2003-01-01,7481845.0,-0.2,0.9997,"(-0.2,0.9997)",0.4342701,0.315111,0.0992949,0.7336,0.9997,0.4543,-0.2,0.1097
MOD13Q1_061__250m_16_days_NDVI_doy2003017000000_aid0001,_250m_16_days_NDVI,aid0001,2003-01-17,7481616.0,-0.2,0.9992,"(-0.2,0.9992)",0.450724,0.3237361,0.1048051,0.7588,0.9992,0.5036,-0.2,0.1131
MOD13Q1_061__250m_16_days_NDVI_doy2003033000000_aid0001,_250m_16_days_NDVI,aid0001,2003-02-02,7481526.0,-0.2,0.9991,"(-0.2,0.9991)",0.4530528,0.3241197,0.1050536,0.7634,0.9991,0.4981,-0.2,0.1166
MOD13Q1_061__250m_16_days_NDVI_doy2003049000000_aid0001,_250m_16_days_NDVI,aid0001,2003-02-18,7482571.0,-0.2,0.9994,"(-0.2,0.9994)",0.4445654,0.3167325,0.1003195,0.7435,0.9994,0.4701,-0.2,0.1176
MOD13Q1_061__250m_16_days_NDVI_doy2003065000000_aid0001,_250m_16_days_NDVI,aid0001,2003-03-06,7479890.0,-0.2,0.9996,"(-0.2,0.9996)",0.4389659,0.3117839,0.0972092,0.745,0.9996,0.4207,-0.2,0.1201
MOD13Q1_061__250m_16_days_NDVI_doy2003081000000_aid0001,_250m_16_days_NDVI,aid0001,2003-03-22,7479372.0,-0.2,0.9995,"(-0.2,0.9995)",0.4446973,0.3111884,0.0968382,0.7447,0.9995,0.4693,-0.2,0.121
MOD13Q1_061__250m_16_days_NDVI_doy2003097000000_aid0001,_250m_16_days_NDVI,aid0001,2003-04-07,7479158.0,-0.2,0.9993,"(-0.2,0.9993)",0.4412624,0.3113483,0.0969378,0.7416,0.9993,0.4752,-0.2,0.1169
MOD13Q1_061__250m_16_days_NDVI_doy2003113000000_aid0001,_250m_16_days_NDVI,aid0001,2003-04-23,7479262.0,-0.2,0.9994,"(-0.2,0.9994)",0.4216423,0.3030978,0.0918683,0.7154,0.9994,0.4072,-0.2,0.1137
MOD13Q1_061__250m_16_days_NDVI_doy2003129000000_aid0001,_250m_16_days_NDVI,aid0001,2003-05-09,7480475.0,-0.2,0.9955,"(-0.2,0.9955)",0.4042534,0.2921548,0.0853544,0.6855,0.9955,0.3791,-0.2,0.1116
MOD13Q1_061__250m_16_days_NDVI_doy2003145000000_aid0001,_250m_16_days_NDVI,aid0001,2003-05-25,7478682.0,-0.2,0.999,"(-0.2,0.999)",0.3917013,0.2876945,0.0827681,0.6697,0.999,0.3529,-0.2,0.1102
MOD13Q1_061__250m_16_days_NDVI_doy2003161000000_aid0001,_250m_16_days_NDVI,aid0001,2003-06-10,7480147.0,-0.2,0.9985,"(-0.2,0.9985)",0.3712251,0.2713155,0.0736121,0.6291,0.9985,0.3253,-0.2,0.1098
MOD13Q1_061__250m_16_days_NDVI_doy2003177000000_aid0001,_250m_16_days_NDVI,aid0001,2003-06-26,7482398.0,-0.2,0.9991,"(-0.2,0.9991)",0.3484764,0.2529399,0.0639786,0.5783,0.9991,0.3086,-0.2,0.1077
MOD13Q1_061__250m_16_days_NDVI_doy2003193000000_aid0001,_250m_16_days_NDVI,aid0001,2003-07-12,7480566.0,-0.2,0.9742,"(-0.2,0.9742)",0.3326008,0.2431772,0.0591351,0.5539,0.9742,0.2845,-0.2,0.105
MOD13Q1_061__250m_16_days_NDVI_doy2003209000000_aid0001,_250m_16_days_NDVI,aid0001,2003-07-28,7479163.0,-0.2,0.9844,"(-0.2,0.9844)",0.3127668,0.2277061,0.05185,0.5121,0.9844,0.2714,-0.2,0.103
MOD13Q1_061__250m_16_days_NDVI_doy2003225000000_aid0001,_250m_16_days_NDVI,aid0001,2003-08-13,7478525.0,-0.2,0.982,"(-0.2,0.982)",0.2987069,0.2146486,0.046074,0.4805,0.982,0.2608,-0.2,0.1023
MOD13Q1_061__250m_16_days_NDVI_doy2003241000000_aid0001,_250m_16_days_NDVI,aid0001,2003-08-29,7479512.0,-0.2,0.9913,"(-0.2,0.9913)",0.2788739,0.1962592,0.0385177,0.4412,0.9384,0.2484,-0.2,0.1001
MOD13Q1_061__250m_16_days_NDVI_doy2003257000000_aid0001,_250m_16_days_NDVI,aid0001,2003-09-14,7479365.0,-0.2,0.9749,"(-0.2,0.9749)",0.2756882,0.1923367,0.0369934,0.4377,0.9272,0.2478,-0.2,0.0996
MOD13Q1_061__250m_16_days_NDVI_doy2003273000000_aid0001,_250m_16_days_NDVI,aid0001,2003-09-30,7480746.0,-0.2,0.9975,"(-0.2,0.9975)",0.3008506,0.2186921,0.0478262,0.4911,0.9975,0.2534,-0.2,0.0992
MOD13Q1_061__250m_16_days_NDVI_doy2003289000000_aid0001,_250m_16_days_NDVI,aid0001,2003-10-16,7482409.0,-0.2,0.9988,"(-0.2,0.9988)",0.3219883,0.2421629,0.0586429,0.5309,0.9988,0.259,-0.2,0.0985
MOD13Q1_061__250m_16_days_NDVI_doy2003305000000_aid0001,_250m_16_days_NDVI,aid0001,2003-11-01,7484061.0,-0.2,0.9911,"(-0.2,0.9911)",0.3372378,0.2573026,0.0662046,0.5568,0.9911,0.2688,-0.2,0.0986
MOD13Q1_061__250m_16_days_NDVI_doy2003321000000_aid0001,_250m_16_days_NDVI,aid0001,2003-11-17,7484245.0,-0.2,0.9995,"(-0.2,0.9995)",0.3409258,0.2604936,0.0678569,0.5603,0.9995,0.2733,-0.2,0.0996
MOD13Q1_061__250m_16_days_NDVI_doy2003337000000_aid0001,_250m_16_days_NDVI,aid0001,2003-12-03,7484000.0,-0.2,0.9994,"(-0.2,0.9994)",0.3788524,0.2916542,0.0850622,0.6582,0.9994,0.3058,-0.2,0.0998
MOD13Q1_061__250m_16_days_NDVI_doy2003353000000_aid0001,_250m_16_days_NDVI,aid0001,2003-12-19,7485128.0,-0.2,0.9997,"(-0.2,0.9997)",0.3763943,0.2866311,0.0821574,0.6502,0.9997,0.3082,-0.2,0.1014
MOD13Q1_061__250m_16_days_NDVI_doy2004001000000_aid0001,_250m_16_days_NDVI,aid0001,2004-01-01,7484242.0,-0.2,0.9996,"(-0.2,0.9996)",0.4148833,0.3129486,0.0979368,0.7161,0.9996,0.3636,-0.2,0.1055
MOD13Q1_061__250m_16_days_NDVI_doy2004017000000_aid0001,_250m_16_days_NDVI,aid0001,2004-01-17,7481394.0,-0.2,0.9996,"(-0.2,0.9996)",0.4388569,0.3154439,0.0995048,0.7374,0.9996,0.438,-0.2,0.1173
MOD13Q1_061__250m_16_days_NDVI_doy2004033000000_aid0001,_250m_16_days_NDVI,aid0001,2004-02-02,7480584.0,-0.2,0.9995,"(-0.2,0.9995)",0.4592434,0.3200883,0.1024565,0.7648,0.9995,0.4936,-0.2,0.1255
MOD13Q1_061__250m_16_days_NDVI_doy2004049000000_aid0001,_250m_16_days_NDVI,aid0001,2004-02-18,7479024.0,-0.2,0.9995,"(-0.2,0.9995)",0.4545965,0.3119574,0.0973174,0.7376,0.9995,0.4896,-0.2,0.1303
MOD13Q1_061__250m_16_days_NDVI_doy2004065000000_aid0001,_250m_16_days_NDVI,aid0001,2004-03-05,7480872.0,-0.2,0.9996,"(-0.2,0.9996)",0.3999138,0.2888719,0.083447,0.6882,0.9996,0.3208,-0.2,0.123
MOD13Q1_061__250m_16_days_NDVI_doy2004081000000_aid0001,_250m_16_days_NDVI,aid0001,2004-03-21,7479727.0,-0.2,0.9995,"(-0.2,0.9995)",0.4506371,0.3119565,0.0973169,0.7456,0.9995,0.4878,-0.2,0.1254
MOD13Q1_061__250m_16_days_NDVI_doy2004097000000_aid0001,_250m_16_days_NDVI,aid0001,2004-04-06,7477216.0,-0.2,0.9994,"(-0.2,0.9994)",0.4500195,0.3168074,0.1003669,0.7553,0.9994,0.4768,-0.2,0.1215
MOD13Q1_061__250m_16_days_NDVI_doy2004113000000_aid0001,_250m_16_days_NDVI,aid0001,2004-04-22,7476848.0,-0.2,0.9994,"(-0.2,0.9994)",0.4335023,0.3102417,0.0962499,0.7358,0.9994,0.428,-0.2,0.1169
MOD13Q1_061__250m_16_days_NDVI_doy2004129000000_aid0001,_250m_16_days_NDVI,aid0001,2004-05-08,7482283.0,-0.2,0.9994,"(-0.2,0.9994)",0.4179373,0.303632,0.0921924,0.7159,0.9994,0.381,-0.2,0.1143
MOD13Q1_061__250m_16_days_NDVI_doy2004145000000_aid0001,_250m_16_days_NDVI,aid0001,2004-05-24,7477553.0,-0.1996,0.9993,"(-0.1996,0.9993)",0.4020404,0.2934868,0.0861345,0.688,0.9993,0.3627,-0.1996,0.1112
MOD13Q1_061__250m_16_days_NDVI_doy2004161000000_aid0001,_250m_16_days_NDVI,aid0001,2004-06-09,7476721.0,-0.2,0.9951,"(-0.2,0.9951)",0.3716187,0.2729988,0.0745284,0.6272,0.9951,0.3173,-0.2,0.1101
MOD13Q1_061__250m_16_days_NDVI_doy2004177000000_aid0001,_250m_16_days_NDVI,aid0001,2004-06-25,7480732.0,-0.2,0.999,"(-0.2,0.999)",0.3434129,0.2514362,0.0632201,0.5655,0.999,0.2929,-0.2,0.109
MOD13Q1_061__250m_16_days_NDVI_doy2004193000000_aid0001,_250m_16_days_NDVI,aid0001,2004-07-11,7476456.0,-0.2,0.9991,"(-0.2,0.9991)",0.3381081,0.245888,0.0604609,0.5485,0.9991,0.2929,-0.2,0.1086
MOD13Q1_061__250m_16_days_NDVI_doy2004209000000_aid0001,_250m_16_days_NDVI,aid0001,2004-07-27,7477989.0,-0.2,0.9989,"(-0.2,0.9989)",0.3201972,0.2323895,0.0540049,0.5155,0.9989,0.2772,-0.2,0.1064
MOD13Q1_061__250m_16_days_NDVI_doy2004225000000_aid0001,_250m_16_days_NDVI,aid0001,2004-08-12,7477912.0,-0.2,0.9981,"(-0.2,0.9981)",0.3077683,0.2234419,0.0499263,0.486,0.9981,0.2732,-0.2,0.1048
MOD13Q1_061__250m_16_days_NDVI_doy2004241000000_aid0001,_250m_16_days_NDVI,aid0001,2004-08-28,7478003.0,-0.2,0.9955,"(-0.2,0.9955)",0.2985477,0.2124083,0.0451173,0.4661,0.9955,0.27,-0.2,0.1045
MOD13Q1_061__250m_16_days_NDVI_doy2004257000000_aid0001,_250m_16_days_NDVI,aid0001,2004-09-13,7478938.0,-0.2,0.9798,"(-0.2,0.9798)",0.2971759,0.2122062,0.0450315,0.4585,0.9798,0.2688,-0.2,0.1035
